
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 12
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3
Features active in total: 3
Computing active features for view log_mrna
Existing features: 20223
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 6976
Features active in total: 6976
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 55
censored 1: 124
deceased 0: 36
deceased 1: 35

RUNNING GENETIC ALGORITHM
Generations completed = 97
Generations completed = 202
   	     	         	        	   survival SKSurv Cox model concordance index   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
250	500  	487      	6978    	0.5	0.890679	0.938471	0.0569969            	0.169031	0.284163	1  	0.129935
251	500  	483      	6979    	0.5	0.891139	0.938471	0.0565902            	0.169031	0.28338 	1  	0.129345
252	500  	471      	6979    	0.5	0.891004	0.938471	0.0565312            	0.169031	0.28382 	1  	0.12909 
253	500  	552      	6979    	0.5	0.891388	0.940322	0.0557276            	0.169031	0.283198	1  	0.127849
254	500  	517      	6979    	0.5	0.891073	0.940322	0.0562299            	0.169031	0.283924	1  	0.128677
255	500  	491      	6979    	0.5	0.890564	0.940322	0.0578056            	0.169031	0.284599	1  	0.129886
256	500  	481      	6979    	0.5	0.890907	0.940322	0.0569739            	0.169031	0.28427 	1  	0.129858
257	500  	476      	6979    	0.5	0.890974	0.940322	0.0569953            	0.169031	0.28427 	1  	0.129858
258	500  	503      	6979    	0.5	0.890645	0.940322	0.0569876            	0.169031	0.285056	1  	0.129687
259	500  	500      	6979    	0.5	0.890896	0.940322	0.0569789            	0.169031	0.284638	1  	0.129724
260	500  	510      	6979    	0.5	0.89171 	0.940322	0.0560644            	0.166667	0.283115	1  	0.128165
261	500  	519      	6979    	0.5	0.891244	0.940322	0.0563816            	0.166667	0.284139	1  	0.12855 
262	500  	517      	6979    	0.5	0.891137	0.940322	0.0568839            	0.166667	0.284541	1  	0.129611
263	500  	506      	6979    	0.5	0.891174	0.940322	0.0568931            	0.166667	0.284541	1  	0.129611
264	500  	470      	6979    	0.5	0.891125	0.940322	0.0570859            	0.166667	0.284659	1  	0.12976 
265	500  	501      	6979    	0.5	0.891278	0.940322	0.0571408            	0.166667	0.284508	1  	0.13007 
266	500  	510      	6979    	0.5	0.892287	0.940322	0.055987             	0.164399	0.282423	1  	0.12817 
267	500  	529      	6979    	0.5	0.891829	0.940322	0.0570589            	0.164399	0.283285	1  	0.129833
268	500  	491      	6979    	0.5	0.892311	0.940322	0.0562495            	0.164399	0.282439	1  	0.128527
269	500  	516      	6979    	0.5	0.892565	0.940322	0.0559584            	0.164399	0.282051	1  	0.127974
270	500  	509      	6979    	0.5	0.892836	0.942664	0.0559321            	0.162221	0.281467	1  	0.127914
271	500  	516      	6979    	0.5	0.892889	0.942664	0.0559456            	0.162221	0.281462	1  	0.127922
272	500  	495      	6979    	0.5	0.892917	0.942664	0.0559412            	0.162221	0.281546	1  	0.127864
273	500  	508      	6979    	0.5	0.89295 	0.942664	0.0559478            	0.162221	0.281546	1  	0.127864
274	500  	500      	6979    	0.5	0.892602	0.942664	0.0565173            	0.162221	0.282216	1  	0.128533
275	500  	520      	6979    	0.5	0.89313 	0.942664	0.0560241            	0.162221	0.281339	1  	0.128004
276	500  	519      	6979    	0.5	0.893153	0.942664	0.0560283            	0.162221	0.281325	1  	0.128016
277	500  	495      	6979    	0.5	0.893214	0.942664	0.0560581            	0.162221	0.281242	1  	0.128074
278	500  	521      	6979    	0.5	0.893274	0.942664	0.0560643            	0.160128	0.281184	1  	0.128068
279	500  	521      	6979    	0.5	0.893314	0.942664	0.0560892            	0.160128	0.281268	1  	0.128069
280	500  	489      	6979    	0.5	0.893441	0.942664	0.0561598            	0.158114	0.28102 	1  	0.128241
281	500  	514      	6979    	0.5	0.893493	0.942664	0.0561722            	0.158114	0.281008	1  	0.128263
282	500  	502      	6979    	0.5	0.893671	0.942664	0.0562703            	0.158114	0.280647	1  	0.128496
283	500  	520      	6979    	0.5	0.893729	0.942664	0.0562866            	0.158114	0.280509	1  	0.128537
284	500  	509      	6979    	0.5	0.893838	0.942664	0.0563413            	0.158114	0.280303	1  	0.128677
285	500  	519      	6979    	0.5	0.893871	0.942664	0.0563557            	0.158114	0.280272	1  	0.128696
286	500  	515      	6979    	0.5	0.893871	0.942664	0.0563653            	0.158114	0.280434	1  	0.128645
287	500  	510      	6979    	0.5	0.893764	0.942664	0.0562923            	0.158114	0.280786	1  	0.1284  
288	500  	520      	6979    	0.5	0.893955	0.942664	0.0563835            	0.158114	0.280406	1  	0.128611
289	500  	546      	6979    	0.5	0.894088	0.942664	0.0562536            	0.158114	0.280312	1  	0.128672
290	500  	519      	6979    	0.5	0.894062	0.942664	0.0562536            	0.158114	0.280428	1  	0.128637
291	500  	502      	6979    	0.5	0.894066	0.942664	0.0562556            	0.158114	0.28042 	1  	0.128643
292	500  	494      	6979    	0.5	0.894427	0.942664	0.0563159            	0.158114	0.27955 	1  	0.128783
293	500  	534      	6979    	0.5	0.894391	0.942664	0.0563821            	0.158114	0.279649	1  	0.128888
294	500  	512      	6979    	0.5	0.894421	0.942664	0.056395             	0.158114	0.279649	1  	0.128888
295	500  	509      	6979    	0.5	0.89447 	0.942664	0.0564239            	0.158114	0.279587	1  	0.128934
296	500  	528      	6979    	0.5	0.894449	0.942664	0.0564073            	0.158114	0.279809	1  	0.1289  
297	500  	516      	6979    	0.5	0.894734	0.942664	0.0564428            	0.158114	0.279118	1  	0.128983
298	500  	513      	6979    	0.5	0.894966	0.942664	0.0564292            	0.158114	0.278533	1  	0.128916
299	500  	532      	6979    	0.5	0.895028	0.942664	0.0565057            	0.158114	0.278337	1  	0.129118
Optimization on fold finished in 00-01:31:38

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 36
Features in hall of fame by prevalence:
86 features: [1_BARX1.56033, 1_MUM1L1.139221, 1_PCDHA12.56137, 1_ANO4.121601, 1_PPAN.P2RY11.692312, 1_ZFHX4.79776, 1_MUC5B.727897, 1_CPA4.51200, 1_TM6SF2.53345, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_ACTC1.70, 1_ACTN2.88, 1_DBC1.1620, 1_DPYSL5.56896, 1_IL20RB.53833, 1_STON1.GTF2A1L.286749, 1_SYT8.90019, 1_GRIN3B.116444, 1_PCDHA10.56139, 1_CTSK.1513, 1_SLCO2A1.6578, 1_SLITRK2.84631, 1_GAD1.2571, 1_POLR1D.51082, 1_RUFY4.285180, 1_C12orf36.283422, 1_MMP1.4312, 1_PGLYRP2.114770, 1_WIT1.51352, 1_C4orf49.84709, 1_PCDH19.57526, 1_C15orf52.388115, 1_C8orf47.203111, 1_CD9.928, 1_AGBL2.79841, 1_CLNK.116449, 1_CNNM2.54805, 1_HS6ST2.90161, 1_MYL3.4634, 1_PSMC4.5704, 1_REG1B.5968, 1_YPEL2.388403, 1_C20orf54.113278, 1_DGCR8.54487, 1_MAGEH1.28986, 1_TMED6.146456, 1_TULP3.7289, 1_ALS2CR11.151254, 1_CLEC2B.9976, 1_FBXW10.10517, 1_ITIH1.3697, 1_LOC100132288.100132288, 1_LRRC70.100130733, 1_NFATC3.4775, 1_RARB.5915, 1_RBM34.23029, 1_RINT1.60561, 1_SDC4P.376844, 1_ZNF155.7711, 1_ADAMTS13.11093, 1_ATAD2.29028, 1_C16orf59.80178, 1_CDC25B.994, 1_COL11A2.1302, 1_COL5A1.1289, 1_GTF2E2.2961, 1_INHBE.83729, 1_KCNE1L.23630, 1_KIF1A.547, 1_LCTL.197021, 1_LOC100133331.100133331, 1_LOC441294.441294, 1_MADCAM1.8174, 1_MT2A.4502, 1_NBEA.26960, 1_NDUFB6.4712, 1_PAIP2B.400961, 1_POU2F1.5451, 1_PSENEN.55851, 1_RP1.6101, 1_SP7.121340, 1_TMEM200C.645369, 1_TMEM67.91147, 1_UPK1A.11045, 1_ZNF483.158399, 1_ZNF487.642819]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
363 features: [1_BARX1.56033, 1_PCDHA12.56137, 1_MUM1L1.139221, 1_PPAN.P2RY11.692312, 1_ANO4.121601, 1_ZFHX4.79776, 1_MUC5B.727897, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_DBC1.1620, 1_TM6SF2.53345, 1_DPYSL5.56896, 1_ACTC1.70, 1_CPA4.51200, 1_IL20RB.53833, 1_ACTN2.88, 1_STON1.GTF2A1L.286749, 1_SYT8.90019, 1_GRIN3B.116444, 1_PCDHA10.56139, 1_CTSK.1513, 1_SLITRK2.84631, 1_SLCO2A1.6578, 1_RUFY4.285180, 1_WIT1.51352, 1_PGLYRP2.114770, 1_CD9.928, 1_POLR1D.51082, 1_GAD1.2571, 1_PCDH19.57526, 1_C12orf36.283422, 1_C4orf49.84709, 1_MMP1.4312, 1_C8orf47.203111, 1_C15orf52.388115, 1_MYL3.4634, 1_TULP3.7289, 1_HS6ST2.90161, 1_AGBL2.79841, 1_ALS2CR11.151254, 1_CLNK.116449, 1_C20orf54.113278, 1_CNNM2.54805, 1_YPEL2.388403, 1_PSMC4.5704, 1_REG1B.5968, 1_DGCR8.54487, 1_LOC100132288.100132288, 1_COL11A2.1302, 1_KIF1A.547, 1_KCNE1L.23630, 1_LRRC70.100130733, 1_MAGEH1.28986, 1_ZNF487.642819, 1_RINT1.60561, 1_TMED6.146456, 1_NFATC3.4775, 1_RARB.5915, 1_LOC286467.286467, 1_NDUFB6.4712, 1_ATAD2.29028, 1_BCAS3.54828, 1_GOLGA6L9.440295, 1_LOC100133331.100133331, 1_ZNF155.7711, 1_ITIH1.3697, 1_MPV17.4358, 1_CLEC2B.9976, 1_RNF41.10193, 1_SMARCA4.6597, 1_AICDA.57379, 1_CA5B.11238, 1_SARM1.23098, 1_SNORA62.6044, 1_SP7.121340, 1_TMEM67.91147, 1_C17orf107.100130311, 1_FBXW10.10517, 1_LCTL.197021, 1_MND1.84057, 1_PRG4.10216, 1_RBM34.23029, 1_REEP1.65055, 1_SAA1.6288, 1_AGL.178, 1_BZW2.28969, 1_LOC220429.220429, 1_MTMR7.9108, 1_NMNAT3.349565, 1_PAIP2B.400961, 1_PSEN2.5664, 1_ADAMTS14.140766, 1_C3orf49.132200, 1_CC2D2A.57545, 1_CDC25B.994, 1_DIS3L.115752, 1_EML2.24139, 1_GTF2E2.2961, 1_GYG2.8908, 1_IGDCC4.57722, 1_MADCAM1.8174, 1_MUC20.200958, 1_PGM5.5239, 1_PLA2G2F.64600, 1_SGMS1.259230, 1_TCF21.6943, 1_UPK3B.80761, 1_YY1.7528, 1_ZNF483.158399, 1_ACSL1.2180, 1_ALDH1L2.160428, 1_C1orf69.200205, 1_CHP2.63928, 1_DCBLD2.131566, 1_DNER.92737, 1_EGFR.1956, 1_EML5.161436, 1_GALNTL2.117248, 1_HMP19.51617, 1_IFITM3.10410, 1_KDM4C.23081, 1_MT2A.4502, 1_NAA40.79829, 1_PSENEN.55851, 1_RPS2.6187, 1_RRP8.23378, 1_SDC4P.376844, 1_SPANXN3.139067, 1_STX16.8675, 1_VEZF1.7716, 1_ZNF202.7753, 1_ADAMTS13.11093, 1_ARMS2.387715, 1_ATP6V1D.51382, 1_ATXN7L2.127002, 1_C11orf84.144097, 1_C17orf47.284083, 1_C4orf21.55345, 1_CA4.762, 1_CNTNAP5.129684, 1_COL5A1.1289, 1_CXorf48.54967, 1_FAM26D.221301, 1_FBLN2.2199, 1_GALNS.2588, 1_GSG2.83903, 1_GUCY2D.3000, 1_IBSP.3381, 1_JUP.3728, 1_KCNQ4.9132, 1_KIAA0101.9768, 1_KIAA0355.9710, 1_LINGO4.339398, 1_NAE1.8883, 1_NBEA.26960, 1_NCOA7.135112, 1_NQO1.1728, 1_NUDT2.318, 1_PALMD.54873, 1_PCDH11Y.83259, 1_PCNP.57092, 1_RASGRF2.5924, 1_RDH16.8608, 1_RPL36A.6173, 1_RPP40.10799, 1_SERPINI1.5274, 1_SFRS6.6431, 1_SLCO5A1.81796, 1_SNHG4.724102, 1_SNORD1C.677850, 1_SQSTM1.8878, 1_TF.7018, 1_TLCD1.116238, 1_TM7SF3.51768, 1_TMEM192.201931, 1_TNKS1BP1.85456, 1_TRIM17.51127, 1_TRIM61.391712, 1_TRPV4.59341, 1_TTLL4.9654, 1_ZBTB5.9925, 1_ZNF140.7699, 1_ZNF148.7707, 1_ZNF441.126068, 1_ZNF79.7633, 1_A2LD1.87769, 1_AARS.16, 1_ABHD1.84696, 1_AGMAT.79814, 1_AKT3.10000, 1_ANGPTL1.9068, 1_ANXA5.308, 1_AOX1.316, 1_AP2M1.1173, 1_ATP5E.514, 1_B3GALNT1.8706, 1_BCO2.83875, 1_BTG3.10950, 1_C12orf47.51275, 1_C14orf142.84520, 1_C16orf59.80178, 1_C1QTNF9.338872, 1_C2orf88.84281, 1_C3orf62.375341, 1_C4orf32.132720, 1_C5orf41.153222, 1_CARD11.84433, 1_CCDC24.149473, 1_CCL13.6357, 1_CCNDBP1.23582, 1_CD300C.10871, 1_CHAC1.79094, 1_CLIC5.53405, 1_CPNE2.221184, 1_CRABP2.1382, 1_CRYZ.1429, 1_CT45A3.441519, 1_CTAGE6.340307, 1_CTAGE9.643854, 1_CTXN3.613212, 1_CUBN.8029, 1_DKK3.27122, 1_DNAJB9.4189, 1_DNMT3A.1788, 1_DTX2.113878, 1_DUSP14.11072, 1_DYNC2H1.79659, 1_ENDOD1.23052, 1_ENOX1.55068, 1_EPHA8.2046, 1_EPOR.2057, 1_ERGIC3.51614, 1_ERLIN2.11160, 1_ERP29.10961, 1_EXOC3L2.90332, 1_FAM113A.64773, 1_FAM131A.131408, 1_FAM167A.83648, 1_FAM193B.54540, 1_FAM40B.57464, 1_FBXO43.286151, 1_FER1L4.80307, 1_FGF16.8823, 1_FLJ25758.497049, 1_FOXI2.399823, 1_FTSJ1.24140, 1_FUT1.2523, 1_GLT25D2.23127, 1_GNB1L.54584, 1_GNG12.55970, 1_GPRC5D.55507, 1_HAO1.54363, 1_HOXD4.3233, 1_HSPA12B.116835, 1_HSPC159.29094, 1_IFI6.2537, 1_INHBE.83729, 1_IP6K1.9807, 1_IPO11.51194, 1_IRAK1.3654, 1_ISL1.3670, 1_ITGA1.3672, 1_ITM2A.9452, 1_JAK3.3718, 1_KCNMA1.3778, 1_KGFLP1.387628, 1_KIF15.56992, 1_KLK13.26085, 1_LIMCH1.22998, 1_LOC100132287.100132287, 1_LOC100272228.100272228, 1_LOC100286793.100286793, 1_LOC100302401.100302401, 1_LOC401093.401093, 1_LOC441294.441294, 1_LPO.4025, 1_MAN2B1.4125, 1_MAST2.23139, 1_MCF2.4168, 1_MCM4.4173, 1_METRNL.284207, 1_MMP9.4318, 1_MPG.4350, 1_MT1X.4501, 1_MTBP.27085, 1_MTHFD1L.25902, 1_MYBBP1A.10514, 1_MYST3.7994, 1_NACC1.112939, 1_NDRG2.57447, 1_NES.10763, 1_NFIA.4774, 1_NOP2.4839, 1_NOXO1.124056, 1_NUDT19.390916, 1_NUMBL.9253, 1_OPCML.4978, 1_OR52A5.390054, 1_ORC4L.5000, 1_PAQR4.124222, 1_PDK4.5166, 1_PHOSPHO2.493911, 1_PIGT.51604, 1_PLA2G4D.283748, 1_PLA2G6.8398, 1_PLAC9.219348, 1_PLEKHG4B.153478, 1_PNKD.25953, 1_PODXL.5420, 1_POLM.27434, 1_POU2F1.5451, 1_PPP2R2C.5522, 1_PPRC1.23082, 1_PRKD1.5587, 1_PRO0628.29053, 1_PSMB6.5694, 1_PTK2B.2185, 1_PYCR2.29920, 1_RBM47.54502, 1_RBMX2.51634, 1_REPIN1.29803, 1_RERGL.79785, 1_RMND5A.64795, 1_RNF152.220441, 1_RNF20.56254, 1_RORA.6095, 1_RP1.6101, 1_RP9P.441212, 1_SAT1.6303, 1_SBSN.374897, 1_SEC13.6396, 1_SEC31A.22872, 1_SELENBP1.8991, 1_SFRS8.6433, 1_SHROOM2.357, 1_SIDT2.51092, 1_SLC16A11.162515, 1_SLC25A24.29957, 1_SLC35A2.7355, 1_SLC6A18.348932, 1_SLU7.10569, 1_SORBS2.8470, 1_SPATA6.54558, 1_SPEG.10290, 1_ST6GALNAC1.55808, 1_TARS2.80222, 1_TBC1D3P2.440452, 1_TIMELESS.8914, 1_TMCC3.57458, 1_TMEM150B.284417, 1_TMEM200C.645369, 1_TMIGD1.388364, 1_TNFRSF10B.8795, 1_TREML2P1.221438, 1_TSPAN12.23554, 1_TUBB2B.347733, 1_UCK2.7371, 1_UPF3B.65109, 1_UPK1A.11045, 1_XKR7.343702, 1_YDJC.150223, 1_ZNF184.7738, 1_ZNF540.163255, 1_ZSCAN4.201516]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
48 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_ADAM8.101, 1_ANO4.121601, 1_APBA1.320, 1_BAK1.578, 1_C14orf34.645687, 1_C16orf59.80178, 1_C6orf153.88745, 1_CDH13.1012, 1_CUBN.8029, 1_CYP3A7.1551, 1_FAM167A.83648, 1_FASN.2194, 1_FBXO3.26273, 1_GYG2.8908, 1_IGDCC4.57722, 1_IL20RB.53833, 1_KCTD16.57528, 1_KREMEN2.79412, 1_LCTL.197021, 1_LOC286467.286467, 1_MUC20.200958, 1_MYBL2.4605, 1_NACC1.112939, 1_NCAPH.23397, 1_NFIB.4781, 1_NPEPL1.79716, 1_NUF2.83540, 1_PDK4.5166, 1_PLTP.5360, 1_PODXL.5420, 1_PPP2R2C.5522, 1_PRKCE.5581, 1_PRKD1.5587, 1_PRUNE2.158471, 1_PSMD13.5719, 1_PTTG1.9232, 1_PUS1.80324, 1_RCAN2.10231, 1_RORA.6095, 1_SAA1.6288, 1_SDPR.8436, 1_SH3BGRL3.83442, 1_SLITRK2.84631, 1_SORBS2.8470, 1_TIMELESS.8914, 1_TXNDC16.57544]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
96 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_LCTL.197021, 1_LOC286467.286467, 1_ACCN2.41, 1_ACTN2.88, 1_ADAM8.101, 1_ANGPTL6.83854, 1_ANLN.54443, 1_ANO4.121601, 1_APBA1.320, 1_APBB1.322, 1_APOLD1.81575, 1_BAK1.578, 1_BCL2.596, 1_BOLA3.388962, 1_C14orf34.645687, 1_C16orf59.80178, 1_C19orf40.91442, 1_C1orf53.388722, 1_C4orf49.84709, 1_C6orf153.88745, 1_CASP9.842, 1_CCDC28B.79140, 1_CCDC91.55297, 1_CCL8.6355, 1_CCNA1.8900, 1_CDH13.1012, 1_CHEK2.11200, 1_CUBN.8029, 1_CYP3A7.1551, 1_EPR1.8475, 1_FAM167A.83648, 1_FASN.2194, 1_FBXO3.26273, 1_FGF5.2250, 1_FNIP2.57600, 1_FOXP4.116113, 1_GRIN3B.116444, 1_GYG2.8908, 1_HBP1.26959, 1_IGDCC4.57722, 1_IL20RB.53833, 1_IL6.3569, 1_KCTD16.57528, 1_KIAA1328.57536, 1_KREMEN2.79412, 1_KRT78.196374, 1_LIMCH1.22998, 1_LSM12.124801, 1_MRPL12.6182, 1_MUC20.200958, 1_MYBL2.4605, 1_NACC1.112939, 1_NCAPH.23397, 1_NCSTN.23385, 1_NFIB.4781, 1_NPEPL1.79716, 1_NUF2.83540, 1_PDK4.5166, 1_PDZRN3.23024, 1_PFDN4.5203, 1_PLTP.5360, 1_PODXL.5420, 1_PPP2R2C.5522, 1_PRKCE.5581, 1_PRKD1.5587, 1_PRUNE2.158471, 1_PSMD13.5719, 1_PTTG1.9232, 1_PUS1.80324, 1_QRFPR.84109, 1_RAC3.5881, 1_RAPGEF4.11069, 1_RCAN2.10231, 1_RILPL1.353116, 1_RORA.6095, 1_SAA1.6288, 1_SDHAF2.54949, 1_SDPR.8436, 1_SF3B4.10262, 1_SH3BGRL3.83442, 1_SKA3.221150, 1_SLITRK2.84631, 1_SNCB.6620, 1_SORBS2.8470, 1_SPOCD1.90853, 1_TIMELESS.8914, 1_TNFRSF19.55504, 1_TXLNA.200081, 1_TXNDC16.57544, 1_USP2.9099, 1_VPS45.11311, 1_ZCCHC14.23174, 1_ZFYVE1.53349, 1_ZP1.22917]
