
OPTIMIZING ON FOLD NUMBER 1
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5888
Features active in total: 5888
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 41
Generations completed = 84
Generations completed = 117
Generations completed = 151
Generations completed = 185
Generations completed = 220
Generations completed = 254
Generations completed = 288
Generations completed = 322
Generations completed = 356
Generations completed = 389
Generations completed = 423
Generations completed = 456
Generations completed = 491
   	     	         	        	            type naive Bayes balanced accuracy           	                 root leanness                  
   	     	         	        	---------------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std      	min     	avg     	max	std     
(0.9751358341835419, 0.16222142113076254) 37 features: [0_ABHD3, 0_AGRN, 0_ALDH1A2, 0_ALG9, 0_ARMCX1, 0_BCL2L11, 0_CCNG1, 0_CYTH4, 0_DDB2, 0_FAM114A2, 0_FBXL5, 0_GAPDH, 0_HDAC10, 0_IRF2BP2, 0_KCNE4, 0_KMO, 0_LGR5, 0_LRIT3, 0_LYPLAL1, 0_MEP1A, 0_NGB, 0_NLRX1, 0_PCDHGA3, 0_PDZK1IP1, 0_PJA2, 0_PPP2R1B, 0_PRTFDC1, 0_PXN, 0_RBM17, 0_RECQL, 0_SLC26A11, 0_SPTBN4, 0_TNFRSF10B, 0_TUSC3, 0_UBE2Z, 0_UROC1, 0_XRCC4]
(0.9745282128762881, 0.21821789023599236) 20 features: [0_ACTN3, 0_AKR1C3, 0_ATF1, 0_ATP6V0A1, 0_CDKN1C, 0_EPDR1, 0_FGFR4, 0_HCFC1, 0_KCNE4, 0_NR1D2, 0_PCDHGA12, 0_RBM14, 0_RBM17, 0_SCARB1, 0_STC2, 0_TLCD1, 0_UPK1B, 0_VIPR2, 0_WBP2, 0_ZSCAN12]
(0.9732782490442229, 0.25) 15 features: [0_AKR1C3, 0_C17orf75, 0_EPDR1, 0_FGFR4, 0_IDI1, 0_LGI4, 0_NGB, 0_RBM17, 0_SCARB1, 0_STC2, 0_TLCD1, 0_UPK1B, 0_VIPR2, 0_WBP2, 0_ZSCAN12]
(0.9732782490442229, 0.25) 15 features: [0_AKR1C3, 0_C17orf75, 0_EPDR1, 0_FGFR4, 0_IDI1, 0_KCNE4, 0_LGI4, 0_NGB, 0_RBM17, 0_SCARB1, 0_ST8SIA5, 0_UPK1B, 0_VIPR2, 0_WBP2, 0_ZSCAN12]
(0.9690835087703695, 0.2581988897471611) 14 features: [0_AKR1C3, 0_C17orf75, 0_EPDR1, 0_FGFR4, 0_IDI1, 0_KCNE4, 0_LGI4, 0_NGB, 0_RBM17, 0_SCARB1, 0_UPK1B, 0_VIPR2, 0_WBP2, 0_ZSCAN12]
(0.9670612640787619, 0.2672612419124244) 13 features: [0_AKR1C3, 0_CDKN1C, 0_FGFR4, 0_MN1, 0_RBM17, 0_SCARB1, 0_SHMT1, 0_STC2, 0_TLCD1, 0_UPK1B, 0_VIPR2, 0_WBP2, 0_ZSCAN12]
(0.9639518280846845, 0.2773500981126146) 12 features: [0_AKR1C3, 0_CDKN1C, 0_FGFR4, 0_LGI4, 0_MN1, 0_RBM17, 0_SECISBP2, 0_SIM2, 0_SPTBN4, 0_STC2, 0_UPK1B, 0_VIPR2]
(0.9627134379918052, 0.28867513459481287) 11 features: [0_AKR1C3, 0_CDKN1C, 0_FGFR4, 0_LGI4, 0_MN1, 0_RBM17, 0_SPTBN4, 0_STC2, 0_TTC21B, 0_UPK1B, 0_VIPR2]
(0.9602347707833534, 0.30151134457776363) 10 features: [0_BMPR2, 0_GGT1, 0_IDI1, 0_IKBIP, 0_LGI4, 0_RBM17, 0_SNAPC2, 0_SQSTM1, 0_STC2, 0_ZBTB10]
(0.9583656119048488, 0.31622776601683794) 9 features: [0_BMPR2, 0_GGT1, 0_IDI1, 0_IKBIP, 0_LGI4, 0_RBM17, 0_SNAPC2, 0_SQSTM1, 0_STC2]
(0.95215831365588, 0.3333333333333333) 8 features: [0_GGT1, 0_IDI1, 0_IKBIP, 0_LGI4, 0_PER3, 0_RBM17, 0_SQSTM1, 0_STC2]
(0.9453221336439792, 0.3535533905932738) 7 features: [0_GGT1, 0_IDI1, 0_IKBIP, 0_LGI4, 0_RBM17, 0_SQSTM1, 0_STC2]
(0.9328669032573785, 0.3779644730092272) 6 features: [0_AKR1C3, 0_CS, 0_RANBP3L, 0_RBM17, 0_STC2, 0_UPK1B]
(0.9229309739678928, 0.408248290463863) 5 features: [0_AKR1C3, 0_RANBP3L, 0_RBM17, 0_STC2, 0_UPK1B]
(0.9064650362927125, 0.4472135954999579) 4 features: [0_AKR1C3, 0_STC2, 0_TPK1, 0_UPK1B]
(0.8849787010182857, 0.5) [0_PLCG2, 0_SQSTM1, 0_STC2]
(0.8377967364450167, 0.5773502691896257) [0_PLCG2, 0_STC2]
(0.6772146744944421, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
76 features: [0_RBM17, 0_STC2, 0_AKR1C3, 0_UPK1B, 0_LGI4, 0_FGFR4, 0_IDI1, 0_VIPR2, 0_KCNE4, 0_NGB, 0_SCARB1, 0_SQSTM1, 0_WBP2, 0_ZSCAN12, 0_CDKN1C, 0_EPDR1, 0_GGT1, 0_IKBIP, 0_SPTBN4, 0_C17orf75, 0_MN1, 0_PLCG2, 0_TLCD1, 0_ABHD3, 0_AGRN, 0_ALDH1A2, 0_ALG9, 0_ARMCX1, 0_BCL2L11, 0_BMPR2, 0_CCNG1, 0_CYTH4, 0_DDB2, 0_FAM114A2, 0_FBXL5, 0_GAPDH, 0_HDAC10, 0_IRF2BP2, 0_KMO, 0_LGR5, 0_LRIT3, 0_LYPLAL1, 0_MEP1A, 0_NLRX1, 0_PCDHGA3, 0_PDZK1IP1, 0_PJA2, 0_PPP2R1B, 0_PRTFDC1, 0_PXN, 0_RANBP3L, 0_RECQL, 0_SLC26A11, 0_SNAPC2, 0_TNFRSF10B, 0_TUSC3, 0_UBE2Z, 0_UROC1, 0_XRCC4, 0_ACTN3, 0_ATF1, 0_ATP6V0A1, 0_CS, 0_FGD6, 0_HCFC1, 0_NR1D2, 0_PCDHGA12, 0_PER3, 0_RBM14, 0_SECISBP2, 0_SHMT1, 0_SIM2, 0_ST8SIA5, 0_TPK1, 0_TTC21B, 0_ZBTB10]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
341 features: [0_STC2, 0_RBM17, 0_LGI4, 0_UPK1B, 0_AKR1C3, 0_FGFR4, 0_IDI1, 0_VIPR2, 0_SQSTM1, 0_ZSCAN12, 0_SCARB1, 0_WBP2, 0_NGB, 0_SPTBN4, 0_GGT1, 0_KCNE4, 0_CDKN1C, 0_EPDR1, 0_C17orf75, 0_RANBP3L, 0_PLCG2, 0_TLCD1, 0_C5orf34, 0_CPT1A, 0_LPCAT1, 0_IKBIP, 0_TTC21B, 0_ACMSD, 0_SIM2, 0_MN1, 0_PDZK1IP1, 0_ABHD3, 0_DDB2, 0_ST8SIA5, 0_AGRN, 0_ALDH1A2, 0_CCNG1, 0_FAM114A2, 0_FBXL5, 0_GAPDH, 0_HDAC10, 0_IRF2BP2, 0_LGR5, 0_LRIT3, 0_LYPLAL1, 0_PCDHGA12, 0_PCDHGA3, 0_PRTFDC1, 0_PXN, 0_RECQL, 0_SLC26A11, 0_UBE2Z, 0_UROC1, 0_XRCC4, 0_ALG9, 0_ARMCX1, 0_MEP1A, 0_PJA2, 0_FGD6, 0_PPP2R1B, 0_NLRX1, 0_SRF, 0_TUSC3, 0_CHCHD6, 0_KMO, 0_TNFRSF10B, 0_ENPP3, 0_PPP2R2B, 0_SHMT1, 0_NDUFA4L2, 0_TPK1, 0_REC8, 0_SFRP1, 0_TRIM69, 0_VTI1B, 0_ACTN3, 0_SLC9A6, 0_SQLE, 0_ACCS, 0_NDUFS5, 0_BCL2L11, 0_CYTH4, 0_STC1, 0_WDR13, 0_CRTC3, 0_HPR, 0_LAGE3, 0_MKKS, 0_PUM2, 0_RPL21, 0_SECISBP2, 0_SERTAD2, 0_UNC5CL, 0_ATF1, 0_CDK18, 0_MFNG, 0_MRPL55, 0_MYO1B, 0_RABGAP1, 0_SNAPC2, 0_TSC22D2, 0_VEGFA, 0_ZBTB44, 0_ZFAND5, 0_ZMYND8, 0_ZNF267, 0_ACLY, 0_ATP6V1C2, 0_BECN1, 0_CARHSP1, 0_CSTF2T, 0_DPY19L3, 0_MVK, 0_RBBP8, 0_RBP5, 0_SNX15, 0_TAF5, 0_TCF4, 0_WDR53, 0_ADD3, 0_CHRNA7, 0_DFFA, 0_HEG1, 0_IFFO2, 0_LMO4, 0_LONRF2, 0_LZTS1, 0_LZTS2, 0_MAPKBP1, 0_MRPS34, 0_NEDD4L, 0_PDLIM1, 0_REP15, 0_SALL1, 0_STX12, 0_TAPBP, 0_TBC1D14, 0_TGM2, 0_TMPRSS2, 0_VSIG2, 0_ADAR, 0_ANKRD46, 0_ARL5A, 0_ARV1, 0_ATG4C, 0_ATP6V0A1, 0_ATP6V1A, 0_BMPR2, 0_BTN3A3, 0_C9orf116, 0_CAND1, 0_CD53, 0_CDC34, 0_CDC73, 0_CS, 0_CYP1B1, 0_DDX43, 0_DPEP2, 0_DYNLT3, 0_FAIM, 0_FAM160A1, 0_FKTN, 0_HCFC1, 0_HMGB2, 0_LRP5, 0_NR1D2, 0_NUP153, 0_P4HA2, 0_PACSIN2, 0_PHACTR4, 0_PLCD3, 0_PLRG1, 0_PMM2, 0_PPAT, 0_RAD9B, 0_RBM14, 0_RIC3, 0_RPS6KA4, 0_SF3A3, 0_SIRPA, 0_SLC16A1, 0_SLC25A4, 0_SYNJ2, 0_TARDBP, 0_TBC1D1, 0_TFPT, 0_TNIP1, 0_TRA2B, 0_USP45, 0_ZBTB20, 0_ACAT2, 0_ACOX1, 0_AKAP13, 0_AKAP7, 0_AP3M2, 0_ARAF, 0_ATP13A3, 0_ATP6V1H, 0_B4GALT7, 0_BCL9, 0_BET1L, 0_BHMT2, 0_C1orf198, 0_C1orf226, 0_C7, 0_CA9, 0_CAPZA1, 0_CBX5, 0_CCDC152, 0_CCT7, 0_CHST6, 0_CLEC4D, 0_COL9A3, 0_COPB2, 0_COPS5, 0_COQ7, 0_COX10, 0_CROT, 0_CRYZL1, 0_CSNK1D, 0_CUL4B, 0_DACT2, 0_DCAF12L1, 0_DDB1, 0_DDX3X, 0_DDX58, 0_DERL2, 0_DHODH, 0_DHRS7, 0_DIS3L, 0_DMXL2, 0_DNAJB12, 0_DNPEP, 0_DPH2, 0_DSG2, 0_DVL3, 0_EFS, 0_EPS15L1, 0_ERLIN2, 0_F11R, 0_FAM13C, 0_FAM81A, 0_FAM8A1, 0_FH, 0_FICD, 0_FLCN, 0_GABARAPL1, 0_GART, 0_GGTLC1, 0_GLB1L, 0_GLRX5, 0_GOLM1, 0_GPS2, 0_GSTM4, 0_GTF2B, 0_HEY2, 0_HPCAL1, 0_HTATIP2, 0_IER5, 0_ITIH3, 0_IVNS1ABP, 0_JMJD7-PLA2G4B, 0_KCTD10, 0_KIF13B, 0_KLC2, 0_LIN7C, 0_MAN2B1, 0_MECOM, 0_MIER1, 0_MORC3, 0_MRAS, 0_MRPS25, 0_MYO3B, 0_NAA10, 0_NBEA, 0_NEURL1B, 0_NMB, 0_NME4, 0_NNT, 0_NR3C2, 0_NRBP1, 0_NTN1, 0_OGFOD1, 0_OGFR, 0_P4HA3, 0_PER3, 0_PEX16, 0_PFKM, 0_PHPT1, 0_PLCE1, 0_PLCL1, 0_PLD2, 0_PNKP, 0_PNPO, 0_POU2F1, 0_PPP1R3D, 0_PRKAB2, 0_PRTN3, 0_PSMD10, 0_PTPN2, 0_PUF60, 0_RAB43, 0_RAPGEF4, 0_RASA2, 0_SAMD9L, 0_SAP30BP, 0_SCAP, 0_SCCPDH, 0_SEC24B, 0_SFPQ, 0_SGK1, 0_SLC13A3, 0_SLC1A5, 0_SLC23A2, 0_SLC46A3, 0_SLMAP, 0_SNRPB2, 0_SPATA18, 0_SPOCK2, 0_ST13, 0_SYNGR3, 0_TCTN1, 0_THAP2, 0_THOC2, 0_TMEM159, 0_TMEM165, 0_TNPO3, 0_TREM2, 0_TTC30B, 0_TTR, 0_TUBA1C, 0_UBXN4, 0_UBXN8, 0_UQCRC1, 0_VDAC1, 0_VPS36, 0_XRN2, 0_YES1, 0_ZBTB10, 0_ZBTB4, 0_ZDHHC6]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
39 features: [0_STC2, 0_PLCG2, 0_SQSTM1, 0_AKR1C3, 0_NDUFA4L2, 0_ENPP3, 0_TPK1, 0_ST8SIA5, 0_VEGFA, 0_CDK18, 0_NEDD4L, 0_SFRP1, 0_SLC16A1, 0_TMPRSS2, 0_UPK1B, 0_ABHD3, 0_ATP6V1A, 0_C9orf116, 0_CDKN1C, 0_COL9A3, 0_DDB2, 0_DYNLT3, 0_FAIM, 0_FGFR4, 0_GLB1L, 0_IDI1, 0_LGI4, 0_LPCAT1, 0_MYO3B, 0_NR3C2, 0_PDZK1IP1, 0_PPP2R2B, 0_RANBP3L, 0_SLC1A5, 0_TBC1D1, 0_TBC1D14, 0_TCTN1, 0_VSIG2, 0_ZDHHC6]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
67 features: [0_STC2, 0_PLCG2, 0_SQSTM1, 0_AKR1C3, 0_NDUFA4L2, 0_ENPP3, 0_TPK1, 0_VEGFA, 0_CDK18, 0_UPK1B, 0_ACMSD, 0_FGFR4, 0_IDI1, 0_LGI4, 0_RANBP3L, 0_SFRP1, 0_ST8SIA5, 0_TMPRSS2, 0_ATP6V1C2, 0_C9orf116, 0_CDKN1C, 0_FAIM, 0_LPCAT1, 0_NEDD4L, 0_NR3C2, 0_PDZK1IP1, 0_PLCD3, 0_RBM17, 0_SLC16A1, 0_TBC1D14, 0_ABHD3, 0_ACAT2, 0_ANPEP, 0_ATP6V1A, 0_BET1L, 0_CCRL2, 0_CDC42EP3, 0_CFI, 0_CLCN7, 0_COL9A3, 0_DDB2, 0_DYNC2LI1, 0_DYNLT3, 0_EMCN, 0_FAM81A, 0_FTO, 0_GGT1, 0_GLB1L, 0_HPCAL1, 0_HTRA3, 0_HUS1, 0_MECOM, 0_MSN, 0_MYO3B, 0_PDF, 0_PFKM, 0_PPP2R2B, 0_RAPGEF4, 0_SLC1A5, 0_SLC44A3, 0_TACC1, 0_TBC1D1, 0_TCTN1, 0_UAP1L1, 0_VSIG2, 0_ZDHHC6, 0_ZNF211]
