
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5891
Features active in total: 5891
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 43
Generations completed = 88
Generations completed = 122
Generations completed = 157
Generations completed = 192
Generations completed = 227
Generations completed = 262
Generations completed = 297
Generations completed = 332
Generations completed = 367
Generations completed = 402
Generations completed = 437
Generations completed = 471
   	     	         	        	       type naive Bayes balanced accuracy       	                 root leanness                  
   	     	         	        	------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min     	avg     	max	std     
314 features: [0_SQSTM1, 0_NLGN1, 0_HPCAL1, 0_AXIN2, 0_REN, 0_ARMCX1, 0_GRPEL2, 0_TBC1D1, 0_MGAM, 0_GSTA4, 0_ODC1, 0_STC2, 0_S100A1, 0_GOLM1, 0_DHCR7, 0_NECAB3, 0_UNC5CL, 0_CCDC127, 0_MSN, 0_SEC14L2, 0_MRPS25, 0_ITIH5, 0_CPNE5, 0_DAAM2, 0_OCLN, 0_MDH1B, 0_LDB2, 0_DCLK3, 0_BIK, 0_ABCA4, 0_CYB5R1, 0_P2RX4, 0_CCRL2, 0_PDK4, 0_PEA15, 0_PLEK2, 0_BMP2K, 0_PTPRA, 0_TNIP2, 0_ITGA3, 0_PMS2, 0_RABEP1, 0_CYFIP2, 0_PLCG2, 0_BBC3, 0_GSTP1, 0_SLC12A2, 0_B9D2, 0_ADAMTSL2, 0_GLUD2, 0_CHDH, 0_RPS28, 0_S1PR1, 0_TMPRSS2, 0_C16orf46, 0_FNTA, 0_SNX1, 0_INTS12, 0_PAG1, 0_TACC1, 0_TEK, 0_TRPT1, 0_APP, 0_ATRX, 0_BCS1L, 0_CCAR1, 0_DOK4, 0_GMFG, 0_GPX4, 0_MAGI2, 0_PDCD1, 0_PLOD2, 0_RAP1GAP2, 0_RBM26, 0_RPS6KA4, 0_SCAF1, 0_ADCK5, 0_AKAP9, 0_ATP6V1H, 0_FGF9, 0_LGI4, 0_ODF2, 0_PTEN, 0_PTGER4, 0_SIL1, 0_SLC46A2, 0_SMYD3, 0_UPK1B, 0_AMFR, 0_ATP6V1B1, 0_CA9, 0_CAD, 0_CD74, 0_CHFR, 0_CPM, 0_CREB3L1, 0_DDX3X, 0_EHF, 0_EPS8L2, 0_FIGNL1, 0_LINGO2, 0_LY75, 0_MFNG, 0_NAGA, 0_NOL11, 0_PEG3, 0_PLA2G4C, 0_PLCE1, 0_PRKCH, 0_PTPN7, 0_RAI1, 0_SERPINA4, 0_SERPINB6, 0_TTC30B, 0_ADPRH, 0_ARFGEF2, 0_ATP11A, 0_B4GALT2, 0_BBX, 0_BIRC3, 0_CHRNB1, 0_CITED2, 0_DZIP3, 0_FOXK1, 0_HLA-DPB1, 0_HMGN2, 0_IER3, 0_ILDR1, 0_IRF2BP1, 0_ISY1, 0_KIAA1755, 0_KMO, 0_MCM7, 0_MRPS36, 0_MRRF, 0_NDUFA4L2, 0_NEDD4L, 0_NEK8, 0_NMB, 0_NRP2, 0_OSBPL1A, 0_PABPC5, 0_PARP3, 0_PFAS, 0_PNP, 0_PPT1, 0_PRR16, 0_PSMB8, 0_PTPN11, 0_RPL27A, 0_SAP30, 0_SLC25A5, 0_SMARCA5, 0_SYNGR3, 0_TCF4, 0_USE1, 0_USP47, 0_VASP, 0_ZNF594, 0_ZNF768, 0_ACLY, 0_ADAL, 0_AKAP1, 0_ALAS1, 0_ALOX15B, 0_ANAPC2, 0_ARF6, 0_ARHGEF2, 0_ARL2BP, 0_ATP13A2, 0_ATP1A1, 0_ATP6V0A1, 0_BDH1, 0_BPHL, 0_BYSL, 0_C18orf32, 0_C1orf109, 0_C7, 0_CASP10, 0_CCDC77, 0_CDC16, 0_CDC5L, 0_CENPV, 0_CHAC1, 0_CHST10, 0_CIC, 0_CLDN2, 0_CMPK2, 0_CNOT2, 0_CRHBP, 0_CSPG5, 0_CTBP2, 0_CUBN, 0_CYP4X1, 0_DDRGK1, 0_DENND4C, 0_DFFB, 0_DLD, 0_DNAJA2, 0_DNAJC21, 0_DPY19L4, 0_DSC1, 0_ERGIC3, 0_ESPL1, 0_EVPL, 0_FAM114A2, 0_FKBP9, 0_FN3KRP, 0_FNBP1L, 0_G3BP1, 0_G3BP2, 0_GABARAPL1, 0_GIGYF1, 0_GLB1L, 0_GLRX5, 0_GRK5, 0_GSN, 0_HLA-DQB1, 0_HLA-DRB5, 0_HNF1B, 0_HOXD4, 0_IL10, 0_INTU, 0_KAT5, 0_KCNE4, 0_KCNG1, 0_KLHL32, 0_LARS2, 0_LENG9, 0_LILRB5, 0_LIMK2, 0_LRRC25, 0_LYPD5, 0_MAPK11, 0_MXI1, 0_MYL6, 0_MYO3A, 0_NIPAL3, 0_NME1-NME2, 0_NPTN, 0_NUDT22, 0_PACS1, 0_PANK2, 0_PCGF1, 0_PDCD2L, 0_PEX13, 0_PFKM, 0_PGAM2, 0_PHLDB3, 0_PLCD3, 0_PLCL1, 0_PLD2, 0_POGK, 0_POLG2, 0_PPP1R7, 0_PPP2R2B, 0_PPP2R5A, 0_PREX2, 0_PRMT5, 0_PRTFDC1, 0_PTPN12, 0_PTRH2, 0_PXK, 0_QSER1, 0_RAB22A, 0_RAB28, 0_RAB43, 0_RAD23A, 0_RARB, 0_RBBP8, 0_RILPL2, 0_RPA1, 0_RPAP1, 0_SAMD9, 0_SCO1, 0_SCRN3, 0_SEMA4F, 0_SGK1, 0_SGSM3, 0_SH3BGRL2, 0_SH3PXD2B, 0_SIRPA, 0_SLBP, 0_SLC22A23, 0_SLC29A2, 0_SMAD9, 0_SNN, 0_SOX9, 0_SYT15, 0_TAF4, 0_TCEA3, 0_TIMM8B, 0_TMEM201, 0_TMEM8B, 0_TNFRSF1B, 0_TPK1, 0_TRIAP1, 0_TRIM33, 0_TRIM38, 0_UBE2D3, 0_UBE3B, 0_VWF, 0_WDR59, 0_WDR6, 0_YIPF2, 0_ZMIZ2, 0_ZNF154, 0_ZNF207, 0_ZNF282, 0_ZNF521, 0_ZNF638, 0_ZNF700, 0_ZNRF2, 0_ZXDA]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
38 features: [0_SQSTM1, 0_TBC1D1, 0_STC2, 0_LDB2, 0_NLGN1, 0_HPCAL1, 0_PLCG2, 0_LGI4, 0_S1PR1, 0_ATP6V1H, 0_TCF4, 0_TEK, 0_ATP6V1B1, 0_CASP10, 0_CLDN2, 0_CYFIP2, 0_DAAM2, 0_DCLK3, 0_EVPL, 0_FGF9, 0_GRK5, 0_HNF1B, 0_ITGA3, 0_KCNE4, 0_MDH1B, 0_MRPS25, 0_MSN, 0_NDUFA4L2, 0_NEK8, 0_PARP3, 0_PLCD3, 0_PREX2, 0_PRKCH, 0_PRR16, 0_SAP30, 0_SLC22A23, 0_SLC25A5, 0_UPK1B]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
69 features: [0_SQSTM1, 0_TBC1D1, 0_STC2, 0_LDB2, 0_NLGN1, 0_LGI4, 0_DAAM2, 0_HPCAL1, 0_PLCG2, 0_S1PR1, 0_TEK, 0_ATP6V1H, 0_CA9, 0_DOK4, 0_UNC5CL, 0_AXIN2, 0_ITGA3, 0_KCNG1, 0_PARP3, 0_PLCD3, 0_PMS2, 0_TCF4, 0_UPK1B, 0_UQCRC1, 0_ATP13A2, 0_ATP6V1B1, 0_BCHE, 0_BDKRB1, 0_BRI3BP, 0_C17orf97, 0_CASP10, 0_CLDN2, 0_CRHBP, 0_CSPG4, 0_CYFIP2, 0_DCLK3, 0_EVPL, 0_FGF9, 0_FZD7, 0_GABARAPL1, 0_GOLM1, 0_GRK5, 0_GRPEL2, 0_HNF1B, 0_KCNE4, 0_KLHL32, 0_MDH1B, 0_MRPS25, 0_MSN, 0_NAGA, 0_NDUFA4L2, 0_NEK8, 0_OPHN1, 0_PAK1, 0_PDK4, 0_PEG3, 0_PGS1, 0_PREX2, 0_PRKCH, 0_PRR16, 0_PRTFDC1, 0_RANBP3L, 0_RPS6KA4, 0_SAP30, 0_SLC22A23, 0_SLC25A5, 0_TUBB1, 0_WDR24, 0_ZNF521]
