
OPTIMIZING ON FOLD NUMBER 6
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5890
Features active in total: 5890
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 39
Generations completed = 80
Generations completed = 121
Generations completed = 163
Generations completed = 203
Generations completed = 241
Generations completed = 278
Generations completed = 316
Generations completed = 355
Generations completed = 391
Generations completed = 425
Generations completed = 460
Generations completed = 499
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
29 features: [0_TBC1D1, 0_NDUFA4L2, 0_PDZK1IP1, 0_SQSTM1, 0_TBC1D9B, 0_LAMB1, 0_STC2, 0_CFL2, 0_CPNE5, 0_EFNB2, 0_RAB30, 0_CDV3, 0_CYFIP2, 0_EVI5L, 0_EWSR1, 0_FBXL14, 0_HMGXB4, 0_LRRC28, 0_MAFG, 0_MRM1, 0_NFKB2, 0_NT5E, 0_PCDHGA12, 0_PLCG2, 0_PREX1, 0_SFRP1, 0_SHC2, 0_SNAP91, 0_TIMM8A]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
372 features: [0_TBC1D1, 0_NDUFA4L2, 0_SQSTM1, 0_TBC1D9B, 0_PDZK1IP1, 0_CFL2, 0_LAMB1, 0_EFNB2, 0_STC2, 0_RAB30, 0_SHC2, 0_CPNE5, 0_HMGXB4, 0_CYFIP2, 0_HADH, 0_NT5E, 0_PCDHGA12, 0_TIMM8A, 0_FBXL14, 0_MAFG, 0_MRM1, 0_PAFAH1B1, 0_S1PR1, 0_PREX1, 0_MST1R, 0_ZNF439, 0_EVI5L, 0_GRPEL2, 0_PLCG2, 0_HBS1L, 0_SFRP1, 0_SENP7, 0_VEGFA, 0_ZNF630, 0_TRAP1, 0_EWSR1, 0_ILVBL, 0_NR3C2, 0_PER2, 0_USP14, 0_EIF3CL, 0_KDM2A, 0_NECAB3, 0_RFC1, 0_TEK, 0_PLCD3, 0_RAPGEF4, 0_VDAC1, 0_FLOT2, 0_FNDC3A, 0_LRFN3, 0_MSRA, 0_NUB1, 0_RPS17, 0_SPCS2, 0_TCF4, 0_AKAP1, 0_BAALC, 0_BRF2, 0_CSPG4, 0_DUSP22, 0_GMCL1, 0_LRRC28, 0_MRPL42, 0_SNAP91, 0_ZNF572, 0_AKR1C3, 0_ANK2, 0_C1D, 0_CCDC77, 0_CDC42BPB, 0_CDHR2, 0_CGGBP1, 0_CHST10, 0_CREB3L1, 0_DCLK3, 0_DYNC2LI1, 0_EIF3G, 0_ELOVL7, 0_EMCN, 0_ENPP3, 0_FGFR4, 0_GCC2, 0_GMFG, 0_KLC2, 0_PDZRN3, 0_RSF1, 0_SDHB, 0_SENP8, 0_SOS2, 0_TBC1D14, 0_TCTN1, 0_TGFA, 0_TMTC1, 0_TPK1, 0_UTP3, 0_ZNF280C, 0_ZNF69, 0_ACY3, 0_ADAMTSL4, 0_AFF4, 0_AHNAK2, 0_ALG1L2, 0_ANAPC7, 0_APBB1, 0_ARIH1, 0_ARMCX2, 0_ARRDC4, 0_ATP2B3, 0_ATP6V1B1, 0_BAZ1B, 0_BCKDHA, 0_BSDC1, 0_C8orf37, 0_CDH1, 0_CHAC1, 0_CHD9, 0_CHST3, 0_CLK2, 0_CSNK1G3, 0_DNAL4, 0_DYRK4, 0_ETFA, 0_FAM111A, 0_FAS, 0_FBL, 0_FZD1, 0_GIMAP8, 0_GPR107, 0_HAPLN3, 0_HDAC5, 0_HOXD4, 0_HSD17B11, 0_IER5, 0_IRF3, 0_JAK1, 0_LIN7C, 0_LIPH, 0_LPCAT1, 0_LRP2, 0_MAP2, 0_MBD1, 0_MED1, 0_MED15, 0_MRPL3, 0_MUS81, 0_NEUROD1, 0_NFKB2, 0_NMNAT3, 0_NTN1, 0_NUP153, 0_PBX2, 0_PCDHGA11, 0_PCNT, 0_PDCL2, 0_PHLDB1, 0_PIN1, 0_PLIN2, 0_PSMB10, 0_RARB, 0_RBBP4, 0_RUFY1, 0_SCARB1, 0_SLC16A4, 0_SLC17A4, 0_SLC29A2, 0_SLC39A7, 0_SRD5A1, 0_ST8SIA5, 0_TIMM17A, 0_TMEM192, 0_TMEM88, 0_TMPRSS2, 0_TNFRSF1B, 0_TRIM7, 0_TRIOBP, 0_TTC4, 0_WLS, 0_WSCD2, 0_ZNF610, 0_ZNF700, 0_ABCG1, 0_ABHD14B, 0_ACD, 0_ACSM2A, 0_ADCY6, 0_AGPAT4, 0_ALDH1B1, 0_ALK, 0_ANKRD13D, 0_APOBEC3G, 0_ARHGEF16, 0_ARHGEF7, 0_ATG5, 0_ATP7A, 0_ATP8A1, 0_BAP1, 0_BCL2L14, 0_BIN1, 0_BIN3, 0_BMPR1A, 0_BMPR2, 0_CCDC58, 0_CCNH, 0_CCT7, 0_CDV3, 0_CFB, 0_CNKSR3, 0_CNOT3, 0_CNTN1, 0_CNTN2, 0_CUX1, 0_CYB561D2, 0_CYP4X1, 0_DBNDD2, 0_DDX11, 0_DEPDC1B, 0_DIRAS3, 0_DPH1, 0_DPP8, 0_DUSP7, 0_EFTUD2, 0_ENTPD2, 0_EP300, 0_FAHD2B, 0_FAM107B, 0_FASTKD3, 0_FBXW8, 0_FCN3, 0_FGF9, 0_GABARAPL1, 0_GATAD2A, 0_GBP4, 0_GGCT, 0_GLB1L, 0_GLIPR2, 0_GLRX5, 0_GLYAT, 0_GMPR2, 0_GPR143, 0_GPRIN2, 0_GRHL1, 0_GRTP1, 0_GSPT2, 0_GTF2H1, 0_HEXIM2, 0_HIVEP3, 0_HKDC1, 0_HLA-DRB5, 0_HMGCR, 0_HNF4A, 0_HNRNPM, 0_HPCA, 0_HS3ST5, 0_HTR2B, 0_IKBKE, 0_ISCU, 0_ITSN2, 0_KCNE4, 0_KHSRP, 0_KIF26B, 0_LARS2, 0_LGALS9, 0_LGMN, 0_LIG3, 0_LUC7L, 0_LUZP1, 0_LZTS1, 0_MAGT1, 0_MARK2, 0_MECOM, 0_METAP1, 0_MFN1, 0_MICAL3, 0_MIF, 0_MIPOL1, 0_MRPS17, 0_MRPS18C, 0_MRPS25, 0_MTMR11, 0_MVK, 0_N4BP1, 0_NAPSA, 0_NCAPH2, 0_NDUFAF1, 0_NEK7, 0_NSFL1C, 0_NSUN5, 0_NUDT17, 0_OXNAD1, 0_PAFAH1B2, 0_PCID2, 0_PFDN6, 0_PLD2, 0_PLEKHA1, 0_POLG2, 0_POLI, 0_PPIP5K1, 0_PPP3CA, 0_PREX2, 0_PROS1, 0_PRPF40B, 0_PSMA6, 0_PTPN12, 0_PXMP4, 0_RAB6C, 0_RAVER1, 0_RBMXL1, 0_RGPD5, 0_RHOT1, 0_RNF214, 0_RPAP2, 0_RPL35, 0_RPSA, 0_RRM2B, 0_RSC1A1, 0_SCAI, 0_SCIN, 0_SFXN5, 0_SH3BGRL2, 0_SIRPA, 0_SLC26A11, 0_SLC46A2, 0_SLC48A1, 0_SLC4A1AP, 0_SMC5, 0_SMG1, 0_SND1, 0_SNRNP200, 0_SNX33, 0_SON, 0_SPATA18, 0_SPG21, 0_SRRM1, 0_STX8, 0_SUDS3, 0_TBC1D20, 0_TBCA, 0_TECPR2, 0_TM2D2, 0_TMEM43, 0_TMEM8B, 0_TMOD1, 0_TMUB2, 0_TNFRSF6B, 0_TOP1MT, 0_TRADD, 0_TRAF3IP2, 0_TRAM1, 0_TRIM23, 0_TRMT12, 0_TRMT2A, 0_TRUB1, 0_TUBGCP2, 0_TUFT1, 0_TXNRD1, 0_UBE2E1, 0_UBE2L3, 0_UBE3A, 0_UBR3, 0_UNC45A, 0_UPB1, 0_USP1, 0_USP39, 0_USP9X, 0_UTY, 0_WSB1, 0_YKT6, 0_ZDHHC21, 0_ZNF146, 0_ZNF217, 0_ZNHIT6]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
37 features: [0_STC2, 0_TBC1D1, 0_EFNB2, 0_NDUFA4L2, 0_PLCG2, 0_MST1R, 0_S1PR1, 0_SQSTM1, 0_VEGFA, 0_TEK, 0_BAALC, 0_CSPG4, 0_NR3C2, 0_PDZK1IP1, 0_RAPGEF4, 0_TCF4, 0_ATP6V1B1, 0_DYNC2LI1, 0_EMCN, 0_FGFR4, 0_FLOT2, 0_FZD1, 0_GIMAP8, 0_GLB1L, 0_GPRIN2, 0_KCNE4, 0_MTMR11, 0_PLCD3, 0_PROS1, 0_SFRP1, 0_SLC17A4, 0_TCTN1, 0_TGFA, 0_TMEM8B, 0_TMPRSS2, 0_TPK1, 0_TXNRD1]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
57 features: [0_TBC1D1, 0_STC2, 0_EFNB2, 0_NDUFA4L2, 0_PLCG2, 0_VEGFA, 0_SQSTM1, 0_S1PR1, 0_TEK, 0_MST1R, 0_NR3C2, 0_PDZK1IP1, 0_RAPGEF4, 0_PLCD3, 0_CSPG4, 0_DYNC2LI1, 0_FLOT2, 0_TCF4, 0_TPK1, 0_BAALC, 0_CNTN1, 0_ENPP3, 0_FGFR4, 0_SFRP1, 0_TBC1D14, 0_TBC1D9B, 0_TCTN1, 0_TMPRSS2, 0_TMTC1, 0_AGPAT4, 0_AKR1C3, 0_ATP6V1B1, 0_BIN1, 0_CFL2, 0_EMCN, 0_FCN3, 0_FOXK2, 0_FZD1, 0_GIMAP8, 0_GLB1L, 0_GPR143, 0_GPRIN2, 0_HBS1L, 0_KCNE4, 0_LPCAT1, 0_MTMR11, 0_NTN1, 0_PROS1, 0_RAB30, 0_SCARB1, 0_SLC17A4, 0_SLC29A2, 0_ST8SIA5, 0_TGFA, 0_TMEM8B, 0_TRIOBP, 0_TXNRD1]
