
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5893
Features active in total: 5893
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 40
Generations completed = 81
Generations completed = 124
Generations completed = 169
Generations completed = 213
Generations completed = 256
Generations completed = 299
Generations completed = 341
Generations completed = 380
Generations completed = 419
Generations completed = 456
Generations completed = 493
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.9411753610210587, 0.24253562503633297) 16 features: [0_ACAT2, 0_AKR1C3, 0_CAND2, 0_EFNB2, 0_EPHA3, 0_GMCL1, 0_GRK6, 0_GRPEL2, 0_HUNK, 0_NDUFA4L2, 0_NLGN1, 0_PARP12, 0_PPP2R2A, 0_RAB5C, 0_TMEM169, 0_TRIOBP]
(0.9405464792581266, 0.28867513459481287) 11 features: [0_AKR1C3, 0_CAND2, 0_EFNB2, 0_EPHA3, 0_GRK6, 0_HUNK, 0_NLGN1, 0_PPP2R2A, 0_PSKH1, 0_STC2, 0_TRIOBP]
(0.9318757544210268, 0.31622776601683794) 9 features: [0_EFNB2, 0_EPHA3, 0_GGT1, 0_GRK6, 0_HUNK, 0_NLGN1, 0_PPP2R2A, 0_STC2, 0_TRIOBP]
(0.9281720507173231, 0.3333333333333333) 8 features: [0_ABCA4, 0_EFNB2, 0_EPHA3, 0_MAFG, 0_NDUFA4L2, 0_PPP2R2A, 0_TPK1, 0_TRIOBP]
(0.9183449064711423, 0.3535533905932738) 7 features: [0_EFNB2, 0_EPHA3, 0_NDUFA4L2, 0_NLGN1, 0_PPP2R2A, 0_TACO1, 0_TMEM169]
(0.9133778853377462, 0.3779644730092272) 6 features: [0_AKR1C3, 0_EPHA3, 0_KCNJ1, 0_SBNO2, 0_STC2, 0_TRIOBP]
(0.907789782135217, 0.408248290463863) 5 features: [0_AKR1C3, 0_ANAPC11, 0_STC2, 0_TEK, 0_TRIOBP]
(0.8955088980173977, 0.4472135954999579) 4 features: [0_AKR1C3, 0_LAMB1, 0_NR3C2, 0_STC2]
(0.8812519570004621, 0.5) [0_NLGN1, 0_STC2, 0_TEK]
(0.8439304528364803, 0.5773502691896257) [0_STC2, 0_TMPRSS2]
(0.6807510987020325, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
45 features: [0_STC2, 0_EPHA3, 0_TRIOBP, 0_AKR1C3, 0_EFNB2, 0_NLGN1, 0_PPP2R2A, 0_HUNK, 0_NDUFA4L2, 0_ABCA4, 0_GRPEL2, 0_LAMB1, 0_GNB1L, 0_HSPBAP1, 0_MICAL3, 0_RAPGEF3, 0_RNH1, 0_TRAIP, 0_ABCA7, 0_CPE, 0_GRK6, 0_PALB2, 0_CAND2, 0_EIF4E3, 0_GIT1, 0_TEK, 0_TMEM169, 0_ACAT2, 0_ANAPC11, 0_CCDC12, 0_CTAGE9, 0_DNAL1, 0_GGT1, 0_GMCL1, 0_KCNJ1, 0_MAFG, 0_NR3C2, 0_PARP12, 0_PLCG2, 0_PSKH1, 0_RAB5C, 0_SBNO2, 0_TACO1, 0_TMPRSS2, 0_TPK1]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
381 features: [0_EFNB2, 0_TRIOBP, 0_AKR1C3, 0_EPHA3, 0_NDUFA4L2, 0_STC2, 0_PPP2R2A, 0_NLGN1, 0_HUNK, 0_GRPEL2, 0_GRK6, 0_HSPBAP1, 0_LAMB1, 0_MICAL3, 0_KCNJ1, 0_ABCA4, 0_TRAIP, 0_TEK, 0_RNH1, 0_GNB1L, 0_TMEM169, 0_ABCA7, 0_PALB2, 0_GIT1, 0_CPE, 0_NR3C2, 0_RAPGEF3, 0_TPK1, 0_BECN1, 0_ARL2BP, 0_TGFA, 0_CAND2, 0_CPNE5, 0_PCYOX1, 0_PLCG2, 0_PSMD8, 0_FAM20A, 0_NAA25, 0_NPHP1, 0_FBXO21, 0_HNF1B, 0_MORC3, 0_PAQR7, 0_ACAT2, 0_NTN1, 0_RASA2, 0_PEBP1, 0_ROCK2, 0_CTAGE9, 0_DCBLD2, 0_FIGNL1, 0_GTF3C1, 0_STRBP, 0_UAP1, 0_UROC1, 0_EIF4E3, 0_GPR27, 0_LY86, 0_PCDHB4, 0_PLBD2, 0_PRPF4, 0_SEMA3A, 0_ATP6V1A, 0_DIDO1, 0_FGR, 0_N4BP1, 0_PDZD11, 0_PFN1, 0_PHGDH, 0_PYCARD, 0_RABAC1, 0_RPUSD1, 0_SERPINA3, 0_SYNGR3, 0_TMPRSS2, 0_CCNG1, 0_COX11, 0_DPH2, 0_FGF9, 0_GGT1, 0_GIGYF1, 0_HPCAL1, 0_HSD17B8, 0_LGALS2, 0_PI4K2A, 0_POLR2H, 0_PSIP1, 0_RANBP3L, 0_SSR4, 0_ZC3H18, 0_ANAPC11, 0_CCNDBP1, 0_CDK18, 0_CPT2, 0_GMCL1, 0_IFIT1, 0_LACTB, 0_LAP3, 0_LGR6, 0_LRP2, 0_MIPEP, 0_MRPS28, 0_NIF3L1, 0_NPTN, 0_OGFR, 0_PPM1E, 0_PREX2, 0_PSMB2, 0_RRAGC, 0_SFXN5, 0_SLC16A4, 0_TBC1D1, 0_USP22, 0_ZBTB44, 0_ZHX2, 0_ANAPC10, 0_ARHGAP6, 0_ATP6V1B1, 0_ATP7A, 0_BAALC, 0_CBLB, 0_CD9, 0_CDC14A, 0_CDCP1, 0_COMMD3, 0_CRYZ, 0_DNAL1, 0_DNM1L, 0_DUOXA1, 0_EBAG9, 0_ESYT1, 0_FNBP1L, 0_FTH1, 0_GGTA1, 0_GHITM, 0_H6PD, 0_HAUS5, 0_HMGA1, 0_IGSF8, 0_KRT7, 0_KTN1, 0_LARS2, 0_LENG8, 0_MAP2K7, 0_MDM2, 0_NUP43, 0_OCIAD2, 0_PAX5, 0_PDK4, 0_PIAS1, 0_PLXNB1, 0_PRDM4, 0_PRPF39, 0_RALGDS, 0_RASAL1, 0_RSRC1, 0_S1PR1, 0_SBK2, 0_SBNO2, 0_SIRT1, 0_SLC7A6OS, 0_SLC9A9, 0_SMAGP, 0_SNX29, 0_SPTBN2, 0_SYNCRIP, 0_TBC1D7, 0_TBCEL, 0_TERF2IP, 0_UBE2C, 0_UQCRH, 0_USP39, 0_VEGFA, 0_YIF1A, 0_ZNF346, 0_ZNF677, 0_ABCA1, 0_ABCC3, 0_AFM, 0_AKR1A1, 0_AKR1C1, 0_AKT3, 0_ALAS1, 0_ALG5, 0_ANKRD13D, 0_AP1B1, 0_APBB2, 0_APOBEC3D, 0_ARL2, 0_ARPC5, 0_ASRGL1, 0_ATG4B, 0_ATP6V1C2, 0_ATP6V1H, 0_BCAP29, 0_BCL2L10, 0_BDKRB1, 0_BGN, 0_BMPR2, 0_BRF1, 0_BTN3A1, 0_C17orf97, 0_C19orf53, 0_C9orf116, 0_CAV1, 0_CBR1, 0_CDK4, 0_CHMP4B, 0_CLTC, 0_CNPY2, 0_CSPG4, 0_CTNNA1, 0_CTNND1, 0_CYCS, 0_DAXX, 0_DHCR7, 0_DYNLT3, 0_ECD, 0_EFTUD2, 0_EIF2B5, 0_EIF2S1, 0_ENPP3, 0_ENTPD5, 0_ERLEC1, 0_EVPL, 0_EWSR1, 0_EXOSC9, 0_EXTL2, 0_F8, 0_FILIP1L, 0_FLRT3, 0_FLT4, 0_FUCA1, 0_FZD1, 0_FZD6, 0_GAS1, 0_GCAT, 0_GGH, 0_GLUD1, 0_GMEB1, 0_GPR176, 0_GREM2, 0_GSTA2, 0_HIPK2, 0_HOXD4, 0_HSPB1, 0_ICOSLG, 0_ING4, 0_IRAK1, 0_ISG20L2, 0_ITIH3, 0_KAT2B, 0_KCTD16, 0_KDM1A, 0_KIAA0232, 0_KIF13B, 0_LDHD, 0_LETM1, 0_LIG4, 0_LIME1, 0_LIMK1, 0_LPCAT1, 0_LRPAP1, 0_MAFG, 0_MANF, 0_MED25, 0_MED27, 0_MEF2D, 0_METAP1, 0_MKNK2, 0_MRPL28, 0_MRPL3, 0_MSTO1, 0_MTO1, 0_MTRR, 0_MTX3, 0_NAA15, 0_NDUFB1, 0_NDUFV3, 0_NEK1, 0_NFIX, 0_NME1, 0_NNT, 0_NOL3, 0_NOP2, 0_NUP153, 0_OLA1, 0_P2RX6, 0_P4HA2, 0_P4HA3, 0_PCNP, 0_PDCL3, 0_PDPK1, 0_PHC1, 0_PI16, 0_PKN1, 0_POLA1, 0_POU5F1, 0_PPP2R2D, 0_PPP2R5E, 0_PQBP1, 0_PRR12, 0_PSMD14, 0_PSMD7, 0_PTGS1, 0_PTMS, 0_PYGL, 0_RAB11FIP5, 0_RAB2A, 0_RAB7A, 0_RABGGTB, 0_RAD21, 0_RBBP7, 0_RBM22, 0_REM1, 0_RFC4, 0_RGP1, 0_RHBDD1, 0_RNF6, 0_RORA, 0_RPGR, 0_RPL14, 0_RPL19, 0_RPRD1A, 0_RPSA, 0_SCO1, 0_SEL1L, 0_SERPINA7, 0_SETD4, 0_SH3RF1, 0_SIM2, 0_SIRT6, 0_SIRT7, 0_SIX5, 0_SLC15A4, 0_SLC27A4, 0_SLC31A1, 0_SLC35E1, 0_SMAP1, 0_SNX10, 0_SNX33, 0_SOX6, 0_SPPL2A, 0_SPTA1, 0_SRM, 0_SRRT, 0_SSC5D, 0_STARD4, 0_STC1, 0_STK36, 0_STON2, 0_STUB1, 0_SUSD2, 0_SYVN1, 0_TACC2, 0_TACO1, 0_TBCA, 0_TCF4, 0_TDRKH, 0_TLK1, 0_TMBIM6, 0_TNPO3, 0_TRIM33, 0_TSNARE1, 0_TSPAN6, 0_TXN2, 0_UBE2L3, 0_UNC45A, 0_USP13, 0_VIM, 0_WDR11, 0_WDR35, 0_WIPI1, 0_WT1, 0_YPEL5, 0_ZC3HC1, 0_ZDHHC21, 0_ZKSCAN4, 0_ZNF512, 0_ZNF521, 0_ZNF853]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
38 features: [0_STC2, 0_NR3C2, 0_TEK, 0_AKR1C3, 0_PLCG2, 0_NTN1, 0_TPK1, 0_NLGN1, 0_ATP6V1A, 0_EFNB2, 0_FTH1, 0_HUNK, 0_NDUFA4L2, 0_S1PR1, 0_SYNGR3, 0_TMPRSS2, 0_TRIOBP, 0_ABCA4, 0_AP1B1, 0_ARHGAP6, 0_ATP6V1C2, 0_BAALC, 0_BDKRB1, 0_CAV1, 0_CD9, 0_FGF9, 0_FLT4, 0_GGT1, 0_KCNJ1, 0_KRT7, 0_LRP2, 0_OCIAD2, 0_PCYOX1, 0_PREX2, 0_SIM2, 0_TCF4, 0_UAP1, 0_WDR35]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
61 features: [0_STC2, 0_NR3C2, 0_AKR1C3, 0_TEK, 0_PLCG2, 0_NTN1, 0_NDUFA4L2, 0_TPK1, 0_EFNB2, 0_SYNGR3, 0_TMPRSS2, 0_TRIOBP, 0_GGT1, 0_KCNJ1, 0_LRP2, 0_NLGN1, 0_S1PR1, 0_ATP6V1A, 0_ATP6V1C2, 0_CTNND1, 0_FGF9, 0_FTH1, 0_HNF1B, 0_HUNK, 0_PLXNB1, 0_PREX2, 0_ABCA4, 0_AKR1C1, 0_AP1B1, 0_APLP2, 0_ARHGAP6, 0_ATP6V1B1, 0_ATP7A, 0_BAALC, 0_BDKRB1, 0_C9orf116, 0_CAV1, 0_CD9, 0_CDC42EP3, 0_CDK18, 0_DAPK1, 0_F8, 0_FLRT3, 0_FLT4, 0_GLOD4, 0_KAT2B, 0_KRT7, 0_LGALS2, 0_OCIAD2, 0_PCYOX1, 0_PPP2R2A, 0_SIM2, 0_SNX10, 0_SPTBN2, 0_SUSD2, 0_TCF4, 0_TMEM169, 0_TUBG1, 0_UAP1, 0_WDR35, 0_ZHX2]
