
OPTIMIZING ON FOLD NUMBER 4
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 12
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3
Features active in total: 3
Computing active features for view log_mrna
Existing features: 20223
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 7369
Features active in total: 7369
Computing feature importance
Running optimizer

STARTING 2-STEPS GENETIC ALGORITHM

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 54
censored 1: 126
deceased 0: 35
deceased 1: 35

STARTING SWEEP NUMBER 1
folds_creator_seed = 4107908117

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 54
censored 1: 126
deceased 0: 35
deceased 1: 35
ga_runner_seed = 3091794638
VIEW: CLINIC
   	     	         	        	   survival SKSurv Cox model concordance index   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
301 features: [1_C18orf20.221241, 1_STON1.GTF2A1L.286749, 1_PEX6.5190, 1_MUM1L1.139221, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_OR2T29.343563, 1_FGF3.2248, 1_RASSF6.166824, 1_PEBP4.157310, 1_MAGIX.79917, 1_C4orf45.152940, 1_RAB11FIP4.84440, 0_age_at_initial_pathologic_diagnosis, 1_CDH22.64405, 1_CPXM2.119587, 1_TNFRSF6B.8771, 1_PRKCZ.5590, 1_HS3ST1.9957, 1_TSLP.85480, 1_ZNF323.64288, 1_GPRC5D.55507, 1_FOXA2.3170, 1_LRFN1.57622, 1_CAPN10.11132, 1_RYBP.23429, 1_MIDN.90007, 1_SYDE1.85360, 1_GJB3.2707, 1_KLF11.8462, 1_PFKFB1.5207, 1_RPTN.126638, 1_LZTS2.84445, 1_BARX1.56033, 1_LOC388692.388692, 1_SMARCC2.6601, 1_NCRNA00028.140875, 1_KMO.8564, 1_MYOC.4653, 1_CBX4.8535, 1_LOC678655.678655, 1_NUBPL.80224, 1_TBC1D26.353149, 1_DUT.1854, 1_ALDH3A2.224, 1_C10orf108.414235, 1_DUSP23.54935, 1_OR12D2.26529, 1_GPR132.29933, 1_GYLTL1B.120071, 1_HCG9.10255, 1_PC.5091, 1_CTAGE1.64693, 1_IQCF6.440956, 1_MFAP2.4237, 1_PER2.8864, 1_ZBTB6.10773, 1_AGAP3.116988, 1_DPP6.1804, 1_FFAR3.2865, 1_PARD6B.84612, 1_RECK.8434, 1_TBC1D8B.54885, 1_ANKRD10.55608, 1_CSTB.1476, 1_GJB1.2705, 1_HADH.3033, 1_NASP.4678, 1_NUP62.23636, 1_PDCD2.5134, 1_ZNF37B.100129482, 1_APLNR.187, 1_CDHR4.389118, 1_DUSP5P.574029, 1_FAM126A.84668, 1_FOXL2.668, 1_IL31RA.133396, 1_ISL2.64843, 1_KLF17.128209, 1_LOC100131193.100131193, 1_NSMAF.8439, 1_PPEF2.5470, 1_PPME1.51400, 1_ZBTB42.100128927, 1_AKNAD1.254268, 1_ANXA8L2.244, 1_C12orf44.60673, 1_C3orf35.339883, 1_C3orf65.646600, 1_CENPP.401541, 1_FAM151A.338094, 1_ITPKA.3706, 1_KIAA0907.22889, 1_KIAA1109.84162, 1_KITLG.4254, 1_NOP10.55505, 1_PAR5.8123, 1_PLA2G12B.84647, 1_RND2.8153, 1_SLC25A35.399512, 1_TAF12.6883, 1_THOC4.10189, 1_ABCA13.154664, 1_ADAM33.80332, 1_ADRB2.154, 1_AQP4.361, 1_ARHGEF3.50650, 1_BACE2.25825, 1_BBS7.55212, 1_BCS1L.617, 1_BYSL.705, 1_C11orf54.28970, 1_C12orf72.254013, 1_C7orf4.64433, 1_CCT5.22948, 1_CDCA3.83461, 1_CDK5RAP3.80279, 1_COPS3.8533, 1_CYP4Z1.199974, 1_EFCAB5.374786, 1_ENY2.56943, 1_FABP1.2168, 1_FLJ10213.55096, 1_FOXD1.2297, 1_GRIN3B.116444, 1_GTPBP4.23560, 1_HPGD.3248, 1_ING1.3621, 1_IP6K2.51447, 1_KIAA0247.9766, 1_KLHDC4.54758, 1_LASS5.91012, 1_LOC100272228.100272228, 1_LOC388796.388796, 1_LYPD6.130574, 1_MRC2.9902, 1_MRPL9.65005, 1_NAP1L1.4673, 1_NPM3.10360, 1_OR6C2.341416, 1_PFN1.5216, 1_PIP5KL1.138429, 1_SF3A2.8175, 1_SLC10A3.8273, 1_SLC29A3.55315, 1_SLC38A3.10991, 1_SNORD1C.677850, 1_SNRPA1.6627, 1_SNRPC.6631, 1_SPRN.503542, 1_STAT5B.6777, 1_TEF.7008, 1_TLN2.83660, 1_TRPM2.7226, 0_ajcc_pathologic_tumor_stage_Stage I, 1_ABCC10.89845, 1_ACAP1.9744, 1_ADH5.128, 1_AHNAK.79026, 1_ANK3.288, 1_ARHGEF15.22899, 1_ARSG.22901, 1_ATXN7L3.56970, 1_BCO2.83875, 1_BRMS1.25855, 1_BTG3.10950, 1_C10orf96.374355, 1_C14orf149.112849, 1_C14orf37.145407, 1_C1orf192.257177, 1_C21orf62.56245, 1_C2orf63.130162, 1_C4orf49.84709, 1_C6orf89.221477, 1_CCDC102A.92922, 1_CD59.966, 1_CDH5.1003, 1_CDK3.1018, 1_CDKN2D.1032, 1_CFHR3.10878, 1_CKAP4.10970, 1_CLIP3.25999, 1_CNN2.1265, 1_CPM.1368, 1_CPZ.8532, 1_CRELD2.79174, 1_CYP3A4.1576, 1_DOM3Z.1797, 1_ESRRG.2104, 1_EXOSC8.11340, 1_FAM120B.84498, 1_FAM128A.653784, 1_FAM164C.79696, 1_FAM197Y2.252946, 1_FAM64A.54478, 1_FBXL19.54620, 1_FCGR1B.2210, 1_FGF21.26291, 1_FNIP1.96459, 1_FOXI2.399823, 1_FUS.2521, 1_FXR1.8087, 1_GALNTL2.117248, 1_GDF6.392255, 1_GHRLOS.100126793, 1_GIPC2.54810, 1_GIT1.28964, 1_GPR172A.79581, 1_H3F3C.440093, 1_HAS2.3037, 1_HMGB2.3148, 1_IL1F5.26525, 1_IL20RB.53833, 1_IRX4.50805, 1_ITGA3.3675, 1_ITIH4.3700, 1_ITM2B.9445, 1_KCNV2.169522, 1_KIAA0664P3.100132341, 1_KIAA1324.57535, 1_KIAA1614.57710, 1_KIFC2.90990, 1_KLK11.11012, 1_LHFPL5.222662, 1_LOC100270710.100270710, 1_LOC388152.388152, 1_LRTM2.654429, 1_METTL7A.25840, 1_MGC87042.256227, 1_MLF2.8079, 1_MRPL17.63875, 1_MTM1.4534, 1_MYC.4609, 1_NBEA.26960, 1_NCKAP5.344148, 1_NCRNA00107.283981, 1_NKX2.8.26257, 1_NNMT.4837, 1_NOG.9241, 1_NOP2.4839, 1_NOP56.10528, 1_NSUN5P1.155400, 1_OBP2A.29991, 1_OR4N2.390429, 1_PARP6.56965, 1_PFDN4.5203, 1_PI4KAP1.728233, 1_PIAS3.10401, 1_PIH1D2.120379, 1_PNPLA4.8228, 1_POLR3G.10622, 1_PRKD1.5587, 1_PRRX1.5396, 1_PSMD13.5719, 1_PTGFRN.5738, 1_PVRL4.81607, 1_PWP2.5822, 1_RAB26.25837, 1_RALGDS.5900, 1_RANGRF.29098, 1_RARG.5916, 1_RGL1.23179, 1_RGS17.26575, 1_SBK1.388228, 1_SF3B4.10262, 1_SHCBP1.79801, 1_SIGMAR1.10280, 1_SKINTL.391037, 1_SLC9A1.6548, 1_SNF8.11267, 1_SNORA31.677814, 1_SOX15.6665, 1_SPRYD5.84767, 1_STAR.6770, 1_TAF4.6874, 1_TAF6.6878, 1_TBL2.26608, 1_TDRD7.23424, 1_TECTB.6975, 1_THOC5.8563, 1_TMED8.283578, 1_TMEM132D.121256, 1_TMEM184C.55751, 1_TNNT1.7138, 1_TPD52L2.7165, 1_TTC12.54970, 1_TUBGCP5.114791, 1_UBQLN4.56893, 1_UCK2.7371, 1_ULBP1.80329, 1_VPS53.55275, 1_VWF.7450, 1_WDR77.79084, 1_WNT16.51384, 1_ZDHHC9.51114, 1_ZHX1.11244, 1_ZNF24.7572, 1_ZNF300.91975, 1_ZNF341.84905, 1_ZNF836.162962, 1_ZSCAN10.84891, 1_ZSWIM5.57643]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
48 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_ANK3.288, 1_BYSL.705, 1_C11orf54.28970, 1_CBX4.8535, 1_CCDC121.79635, 1_CDC123.8872, 1_CDC7.8317, 1_CEP55.55165, 1_CKAP4.10970, 1_COL7A1.1294, 1_COX6B2.125965, 1_CYFIP2.26999, 1_CYP3A7.1551, 1_FAM64A.54478, 1_FOXA2.3170, 1_GIPC2.54810, 1_GPR172A.79581, 1_GTPBP2.54676, 1_GTSE1.51512, 1_KIAA1161.57462, 1_LASS5.91012, 1_LNX2.222484, 1_LOC100134713.100134713, 1_LOC388796.388796, 1_LRFN1.57622, 1_METTL7A.25840, 1_MRPL9.65005, 1_NBEA.26960, 1_NOP2.4839, 1_NOP56.10528, 1_PFDN4.5203, 1_PIP5KL1.138429, 1_PSMD13.5719, 1_RAD54L.8438, 1_RGS17.26575, 1_RPLP0.6175, 1_SETD8.387893, 1_SNF8.11267, 1_SNRPC.6631, 1_STK32B.55351, 1_TMEM25.84866, 1_TPD52L2.7165, 1_UCK2.7371, 1_ULBP1.80329, 1_USP2.9099, 1_ZNF836.162962]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
94 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_CBX4.8535, 1_FOXA2.3170, 1_LOC388796.388796, 1_LRFN1.57622, 0_ajcc_pathologic_tumor_stage_Stage I, 1_ACTB.60, 1_ANAPC7.51434, 1_ANK3.288, 1_APOOL.139322, 1_ARPC5L.81873, 1_BYSL.705, 1_C11orf54.28970, 1_C11orf84.144097, 1_C17orf96.100170841, 1_C5orf36.285600, 1_CARM1.10498, 1_CCDC121.79635, 1_CDC123.8872, 1_CDC25C.995, 1_CDC7.8317, 1_CEP55.55165, 1_CKAP4.10970, 1_CLCN5.1184, 1_CNNM2.54805, 1_COL7A1.1294, 1_COX6B2.125965, 1_CTAGE1.64693, 1_CYBA.1535, 1_CYFIP2.26999, 1_CYP3A7.1551, 1_EFNA4.1945, 1_EMX2.2018, 1_EN2.2020, 1_FAM64A.54478, 1_FAM83A.84985, 1_GIPC2.54810, 1_GPR172A.79581, 1_GTPBP2.54676, 1_GTSE1.51512, 1_KCNH3.23416, 1_KIAA1161.57462, 1_LASS5.91012, 1_LIN54.132660, 1_LMNB2.84823, 1_LNX2.222484, 1_LOC100134713.100134713, 1_MAST4.375449, 1_MERTK.10461, 1_METTL1.4234, 1_METTL7A.25840, 1_MRPL9.65005, 1_NBEA.26960, 1_NCKAP5L.57701, 1_NOP2.4839, 1_NOP56.10528, 1_PFDN4.5203, 1_PIP5KL1.138429, 1_PLEKHO1.51177, 1_PMAIP1.5366, 1_PSMD13.5719, 1_PTGER1.5731, 1_RAD54L.8438, 1_RASSF6.166824, 1_RFC2.5982, 1_RGS17.26575, 1_RPLP0.6175, 1_RRP9.9136, 1_SERPINH1.871, 1_SETD8.387893, 1_SLC35E4.339665, 1_SLC38A5.92745, 1_SLC4A3.6508, 1_SNF8.11267, 1_SNRPC.6631, 1_SNRPD1.6632, 1_SNX2.6643, 1_SOX2.6657, 1_STK32B.55351, 1_STK32C.282974, 1_STON1.GTF2A1L.286749, 1_TAF6.6878, 1_TMEM132D.121256, 1_TMEM25.84866, 1_TPD52L2.7165, 1_TRIM65.201292, 1_TTC12.54970, 1_TTK.7272, 1_UCK2.7371, 1_ULBP1.80329, 1_USP2.9099, 1_ZNF420.147923, 1_ZNF836.162962]
Optimization on fold finished in 00-01:13:14

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 22
Features in hall of fame by prevalence:
39 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_MUM1L1.139221, 1_PEX6.5190, 1_C18orf20.221241, 1_STON1.GTF2A1L.286749, 0_age_at_initial_pathologic_diagnosis, 1_RAB11FIP4.84440, 1_FGF3.2248, 1_MAGIX.79917, 1_OR2T29.343563, 1_PEBP4.157310, 1_RASSF6.166824, 1_C4orf45.152940, 1_LRFN1.57622, 1_CDH22.64405, 1_FOXA2.3170, 1_BARX1.56033, 1_CPXM2.119587, 1_PRKCZ.5590, 1_SYDE1.85360, 1_TNFRSF6B.8771, 1_CAPN10.11132, 1_GJB3.2707, 1_GPRC5D.55507, 1_HS3ST1.9957, 1_MIDN.90007, 1_PFKFB1.5207, 1_RYBP.23429, 1_TSLP.85480, 1_ZNF323.64288, 1_LOC678655.678655, 1_GPR132.29933, 1_H3F3C.440093, 1_HADH.3033, 1_LOC100131193.100131193, 1_MFAP2.4237, 1_NASP.4678, 1_PDCD2.5134, 1_RALGDS.5900]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
301 features: [1_C18orf20.221241, 1_STON1.GTF2A1L.286749, 1_PEX6.5190, 1_MUM1L1.139221, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_OR2T29.343563, 1_FGF3.2248, 1_RASSF6.166824, 1_PEBP4.157310, 1_MAGIX.79917, 1_C4orf45.152940, 1_RAB11FIP4.84440, 0_age_at_initial_pathologic_diagnosis, 1_CDH22.64405, 1_CPXM2.119587, 1_TNFRSF6B.8771, 1_PRKCZ.5590, 1_HS3ST1.9957, 1_TSLP.85480, 1_ZNF323.64288, 1_GPRC5D.55507, 1_FOXA2.3170, 1_LRFN1.57622, 1_CAPN10.11132, 1_RYBP.23429, 1_MIDN.90007, 1_SYDE1.85360, 1_GJB3.2707, 1_KLF11.8462, 1_PFKFB1.5207, 1_RPTN.126638, 1_LZTS2.84445, 1_BARX1.56033, 1_LOC388692.388692, 1_SMARCC2.6601, 1_NCRNA00028.140875, 1_KMO.8564, 1_MYOC.4653, 1_CBX4.8535, 1_LOC678655.678655, 1_NUBPL.80224, 1_TBC1D26.353149, 1_DUT.1854, 1_ALDH3A2.224, 1_C10orf108.414235, 1_DUSP23.54935, 1_OR12D2.26529, 1_GPR132.29933, 1_GYLTL1B.120071, 1_HCG9.10255, 1_PC.5091, 1_CTAGE1.64693, 1_IQCF6.440956, 1_MFAP2.4237, 1_PER2.8864, 1_ZBTB6.10773, 1_AGAP3.116988, 1_DPP6.1804, 1_FFAR3.2865, 1_PARD6B.84612, 1_RECK.8434, 1_TBC1D8B.54885, 1_ANKRD10.55608, 1_CSTB.1476, 1_GJB1.2705, 1_HADH.3033, 1_NASP.4678, 1_NUP62.23636, 1_PDCD2.5134, 1_ZNF37B.100129482, 1_APLNR.187, 1_CDHR4.389118, 1_DUSP5P.574029, 1_FAM126A.84668, 1_FOXL2.668, 1_IL31RA.133396, 1_ISL2.64843, 1_KLF17.128209, 1_LOC100131193.100131193, 1_NSMAF.8439, 1_PPEF2.5470, 1_PPME1.51400, 1_ZBTB42.100128927, 1_AKNAD1.254268, 1_ANXA8L2.244, 1_C12orf44.60673, 1_C3orf35.339883, 1_C3orf65.646600, 1_CENPP.401541, 1_FAM151A.338094, 1_ITPKA.3706, 1_KIAA0907.22889, 1_KIAA1109.84162, 1_KITLG.4254, 1_NOP10.55505, 1_PAR5.8123, 1_PLA2G12B.84647, 1_RND2.8153, 1_SLC25A35.399512, 1_TAF12.6883, 1_THOC4.10189, 1_ABCA13.154664, 1_ADAM33.80332, 1_ADRB2.154, 1_AQP4.361, 1_ARHGEF3.50650, 1_BACE2.25825, 1_BBS7.55212, 1_BCS1L.617, 1_BYSL.705, 1_C11orf54.28970, 1_C12orf72.254013, 1_C7orf4.64433, 1_CCT5.22948, 1_CDCA3.83461, 1_CDK5RAP3.80279, 1_COPS3.8533, 1_CYP4Z1.199974, 1_EFCAB5.374786, 1_ENY2.56943, 1_FABP1.2168, 1_FLJ10213.55096, 1_FOXD1.2297, 1_GRIN3B.116444, 1_GTPBP4.23560, 1_HPGD.3248, 1_ING1.3621, 1_IP6K2.51447, 1_KIAA0247.9766, 1_KLHDC4.54758, 1_LASS5.91012, 1_LOC100272228.100272228, 1_LOC388796.388796, 1_LYPD6.130574, 1_MRC2.9902, 1_MRPL9.65005, 1_NAP1L1.4673, 1_NPM3.10360, 1_OR6C2.341416, 1_PFN1.5216, 1_PIP5KL1.138429, 1_SF3A2.8175, 1_SLC10A3.8273, 1_SLC29A3.55315, 1_SLC38A3.10991, 1_SNORD1C.677850, 1_SNRPA1.6627, 1_SNRPC.6631, 1_SPRN.503542, 1_STAT5B.6777, 1_TEF.7008, 1_TLN2.83660, 1_TRPM2.7226, 0_ajcc_pathologic_tumor_stage_Stage I, 1_ABCC10.89845, 1_ACAP1.9744, 1_ADH5.128, 1_AHNAK.79026, 1_ANK3.288, 1_ARHGEF15.22899, 1_ARSG.22901, 1_ATXN7L3.56970, 1_BCO2.83875, 1_BRMS1.25855, 1_BTG3.10950, 1_C10orf96.374355, 1_C14orf149.112849, 1_C14orf37.145407, 1_C1orf192.257177, 1_C21orf62.56245, 1_C2orf63.130162, 1_C4orf49.84709, 1_C6orf89.221477, 1_CCDC102A.92922, 1_CD59.966, 1_CDH5.1003, 1_CDK3.1018, 1_CDKN2D.1032, 1_CFHR3.10878, 1_CKAP4.10970, 1_CLIP3.25999, 1_CNN2.1265, 1_CPM.1368, 1_CPZ.8532, 1_CRELD2.79174, 1_CYP3A4.1576, 1_DOM3Z.1797, 1_ESRRG.2104, 1_EXOSC8.11340, 1_FAM120B.84498, 1_FAM128A.653784, 1_FAM164C.79696, 1_FAM197Y2.252946, 1_FAM64A.54478, 1_FBXL19.54620, 1_FCGR1B.2210, 1_FGF21.26291, 1_FNIP1.96459, 1_FOXI2.399823, 1_FUS.2521, 1_FXR1.8087, 1_GALNTL2.117248, 1_GDF6.392255, 1_GHRLOS.100126793, 1_GIPC2.54810, 1_GIT1.28964, 1_GPR172A.79581, 1_H3F3C.440093, 1_HAS2.3037, 1_HMGB2.3148, 1_IL1F5.26525, 1_IL20RB.53833, 1_IRX4.50805, 1_ITGA3.3675, 1_ITIH4.3700, 1_ITM2B.9445, 1_KCNV2.169522, 1_KIAA0664P3.100132341, 1_KIAA1324.57535, 1_KIAA1614.57710, 1_KIFC2.90990, 1_KLK11.11012, 1_LHFPL5.222662, 1_LOC100270710.100270710, 1_LOC388152.388152, 1_LRTM2.654429, 1_METTL7A.25840, 1_MGC87042.256227, 1_MLF2.8079, 1_MRPL17.63875, 1_MTM1.4534, 1_MYC.4609, 1_NBEA.26960, 1_NCKAP5.344148, 1_NCRNA00107.283981, 1_NKX2.8.26257, 1_NNMT.4837, 1_NOG.9241, 1_NOP2.4839, 1_NOP56.10528, 1_NSUN5P1.155400, 1_OBP2A.29991, 1_OR4N2.390429, 1_PARP6.56965, 1_PFDN4.5203, 1_PI4KAP1.728233, 1_PIAS3.10401, 1_PIH1D2.120379, 1_PNPLA4.8228, 1_POLR3G.10622, 1_PRKD1.5587, 1_PRRX1.5396, 1_PSMD13.5719, 1_PTGFRN.5738, 1_PVRL4.81607, 1_PWP2.5822, 1_RAB26.25837, 1_RALGDS.5900, 1_RANGRF.29098, 1_RARG.5916, 1_RGL1.23179, 1_RGS17.26575, 1_SBK1.388228, 1_SF3B4.10262, 1_SHCBP1.79801, 1_SIGMAR1.10280, 1_SKINTL.391037, 1_SLC9A1.6548, 1_SNF8.11267, 1_SNORA31.677814, 1_SOX15.6665, 1_SPRYD5.84767, 1_STAR.6770, 1_TAF4.6874, 1_TAF6.6878, 1_TBL2.26608, 1_TDRD7.23424, 1_TECTB.6975, 1_THOC5.8563, 1_TMED8.283578, 1_TMEM132D.121256, 1_TMEM184C.55751, 1_TNNT1.7138, 1_TPD52L2.7165, 1_TTC12.54970, 1_TUBGCP5.114791, 1_UBQLN4.56893, 1_UCK2.7371, 1_ULBP1.80329, 1_VPS53.55275, 1_VWF.7450, 1_WDR77.79084, 1_WNT16.51384, 1_ZDHHC9.51114, 1_ZHX1.11244, 1_ZNF24.7572, 1_ZNF300.91975, 1_ZNF341.84905, 1_ZNF836.162962, 1_ZSCAN10.84891, 1_ZSWIM5.57643]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
48 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_ANK3.288, 1_BYSL.705, 1_C11orf54.28970, 1_CBX4.8535, 1_CCDC121.79635, 1_CDC123.8872, 1_CDC7.8317, 1_CEP55.55165, 1_CKAP4.10970, 1_COL7A1.1294, 1_COX6B2.125965, 1_CYFIP2.26999, 1_CYP3A7.1551, 1_FAM64A.54478, 1_FOXA2.3170, 1_GIPC2.54810, 1_GPR172A.79581, 1_GTPBP2.54676, 1_GTSE1.51512, 1_KIAA1161.57462, 1_LASS5.91012, 1_LNX2.222484, 1_LOC100134713.100134713, 1_LOC388796.388796, 1_LRFN1.57622, 1_METTL7A.25840, 1_MRPL9.65005, 1_NBEA.26960, 1_NOP2.4839, 1_NOP56.10528, 1_PFDN4.5203, 1_PIP5KL1.138429, 1_PSMD13.5719, 1_RAD54L.8438, 1_RGS17.26575, 1_RPLP0.6175, 1_SETD8.387893, 1_SNF8.11267, 1_SNRPC.6631, 1_STK32B.55351, 1_TMEM25.84866, 1_TPD52L2.7165, 1_UCK2.7371, 1_ULBP1.80329, 1_USP2.9099, 1_ZNF836.162962]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
94 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_CBX4.8535, 1_FOXA2.3170, 1_LOC388796.388796, 1_LRFN1.57622, 0_ajcc_pathologic_tumor_stage_Stage I, 1_ACTB.60, 1_ANAPC7.51434, 1_ANK3.288, 1_APOOL.139322, 1_ARPC5L.81873, 1_BYSL.705, 1_C11orf54.28970, 1_C11orf84.144097, 1_C17orf96.100170841, 1_C5orf36.285600, 1_CARM1.10498, 1_CCDC121.79635, 1_CDC123.8872, 1_CDC25C.995, 1_CDC7.8317, 1_CEP55.55165, 1_CKAP4.10970, 1_CLCN5.1184, 1_CNNM2.54805, 1_COL7A1.1294, 1_COX6B2.125965, 1_CTAGE1.64693, 1_CYBA.1535, 1_CYFIP2.26999, 1_CYP3A7.1551, 1_EFNA4.1945, 1_EMX2.2018, 1_EN2.2020, 1_FAM64A.54478, 1_FAM83A.84985, 1_GIPC2.54810, 1_GPR172A.79581, 1_GTPBP2.54676, 1_GTSE1.51512, 1_KCNH3.23416, 1_KIAA1161.57462, 1_LASS5.91012, 1_LIN54.132660, 1_LMNB2.84823, 1_LNX2.222484, 1_LOC100134713.100134713, 1_MAST4.375449, 1_MERTK.10461, 1_METTL1.4234, 1_METTL7A.25840, 1_MRPL9.65005, 1_NBEA.26960, 1_NCKAP5L.57701, 1_NOP2.4839, 1_NOP56.10528, 1_PFDN4.5203, 1_PIP5KL1.138429, 1_PLEKHO1.51177, 1_PMAIP1.5366, 1_PSMD13.5719, 1_PTGER1.5731, 1_RAD54L.8438, 1_RASSF6.166824, 1_RFC2.5982, 1_RGS17.26575, 1_RPLP0.6175, 1_RRP9.9136, 1_SERPINH1.871, 1_SETD8.387893, 1_SLC35E4.339665, 1_SLC38A5.92745, 1_SLC4A3.6508, 1_SNF8.11267, 1_SNRPC.6631, 1_SNRPD1.6632, 1_SNX2.6643, 1_SOX2.6657, 1_STK32B.55351, 1_STK32C.282974, 1_STON1.GTF2A1L.286749, 1_TAF6.6878, 1_TMEM132D.121256, 1_TMEM25.84866, 1_TPD52L2.7165, 1_TRIM65.201292, 1_TTC12.54970, 1_TTK.7272, 1_UCK2.7371, 1_ULBP1.80329, 1_USP2.9099, 1_ZNF420.147923, 1_ZNF836.162962]
