
OPTIMIZING ON FOLD NUMBER 5
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5888
Features active in total: 5888
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 32
Generations completed = 69
Generations completed = 107
Generations completed = 145
Generations completed = 174
Generations completed = 201
Generations completed = 239
Generations completed = 279
Generations completed = 318
Generations completed = 357
Generations completed = 394
Generations completed = 431
Generations completed = 469
   	     	         	        	                 root separation                 	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
259 features: [0_NDUFA4L2, 0_EPHA7, 0_CLDN8, 0_CLDN2, 0_CLRN3, 0_UPK1B, 0_NELL1, 0_SLC22A11, 0_ENPP3, 0_CA9, 0_SQSTM1, 0_GK5, 0_PLXNB1, 0_DYNC2LI1, 0_EFNB2, 0_FRRS1, 0_CP, 0_KCNJ1, 0_RSL1D1, 0_SLC16A4, 0_CBX5, 0_EMCN, 0_SEC14L2, 0_TEK, 0_VWF, 0_ACSM2A, 0_GGTLC1, 0_UROS, 0_ANXA6, 0_MRPS26, 0_RPS21, 0_VGLL4, 0_ZNF540, 0_C9orf116, 0_DCLRE1A, 0_EFHC1, 0_S100A11, 0_UACA, 0_ALDH9A1, 0_ANAPC4, 0_CAPG, 0_DDX21, 0_FBXO16, 0_GPBP1, 0_GTF3A, 0_KIF5B, 0_KLHL36, 0_MAPK11, 0_MAPK13, 0_POLR3E, 0_RAPGEF4, 0_RASAL1, 0_RNF10, 0_TCF4, 0_ANKRD13A, 0_C17orf75, 0_C6orf132, 0_CCM2, 0_DACT2, 0_ENOPH1, 0_GTPBP2, 0_HEY2, 0_INPP4B, 0_KHK, 0_LINGO2, 0_MAP3K2, 0_MCL1, 0_MRPS11, 0_PDZK1IP1, 0_PRPF19, 0_RALY, 0_RANBP3L, 0_RPL31, 0_SLC16A1, 0_SLC25A38, 0_SP2, 0_TRAPPC1, 0_VEGFA, 0_VPS4A, 0_ZNF609, 0_ATAD3A, 0_BOLA2, 0_CAMLG, 0_CCDC57, 0_CHI3L2, 0_COPS4, 0_EIF2S3, 0_EIF4E3, 0_FCN3, 0_GPRIN2, 0_HDAC6, 0_LGI4, 0_MAGI2, 0_MRPL2, 0_NDUFA13, 0_NXPH2, 0_POLA1, 0_POLR1A, 0_RAB43, 0_S1PR1, 0_SDC4, 0_SLC15A4, 0_STRADB, 0_TFB2M, 0_TRIB2, 0_TTC9C, 0_TXN2, 0_UNC5CL, 0_VAMP8, 0_VANGL1, 0_ZBTB12, 0_ZFPL1, 0_ACTR3B, 0_ANKRD46, 0_AP2A1, 0_B4GALNT2, 0_BIN1, 0_CAMSAP1, 0_CCDC102B, 0_CDCP1, 0_CDK19, 0_CHMP4B, 0_CHP2, 0_CIB2, 0_CLIC3, 0_CNOT3, 0_CYB561D2, 0_DDX60, 0_DNAJA3, 0_DNAJB7, 0_ENAH, 0_FARSA, 0_FCF1, 0_FCHO1, 0_GLIPR1, 0_GLRX5, 0_GMDS, 0_GNAI1, 0_GRK5, 0_HAGH, 0_HIF1A, 0_KIAA0232, 0_LAGE3, 0_LRRC28, 0_MAP2K5, 0_MGAT3, 0_MID1, 0_MYO3B, 0_NAPSA, 0_OTUD5, 0_PELO, 0_POFUT1, 0_PRPF4, 0_PSMD14, 0_PSMD7, 0_SAR1B, 0_SARNP, 0_SCN7A, 0_SF3B2, 0_SPRY2, 0_STX17, 0_TCEA3, 0_TFEC, 0_TMEM88, 0_TP53BP1, 0_TXNDC11, 0_UBE2G1, 0_UNC93B1, 0_USP16, 0_VDAC1, 0_XYLT1, 0_ZBTB34, 0_ABCB9, 0_ACAD9, 0_ACADL, 0_AEBP1, 0_ANK2, 0_ARFIP1, 0_ASRGL1, 0_ATP6V1B1, 0_ATP6V1H, 0_BCL2L14, 0_C11orf80, 0_C17orf97, 0_CAPN1, 0_CCDC12, 0_CDHR5, 0_CDK5, 0_CUL7, 0_DAAM2, 0_DBI, 0_DDB2, 0_DOK4, 0_EEA1, 0_EHF, 0_EIF2B1, 0_EPPK1, 0_EVPL, 0_EXOC7, 0_F2RL1, 0_FAM13C, 0_FBXO33, 0_FLCN, 0_FNDC3A, 0_FZD3, 0_G3BP1, 0_GBA2, 0_GGTLC2, 0_HPCA, 0_HSD17B7, 0_HSPG2, 0_ICA1L, 0_ITPKC, 0_KIF26B, 0_LCOR, 0_LRRC59, 0_MCRS1, 0_MDC1, 0_MRPL38, 0_MST1R, 0_MYO3A, 0_N6AMT1, 0_NACC1, 0_NLGN1, 0_NOL3, 0_NTN1, 0_PARP16, 0_PCDHB5, 0_PCYT2, 0_PDCD1, 0_PGLYRP2, 0_PHKA2, 0_POC5, 0_POU5F1, 0_PRELID1, 0_PRR16, 0_RBM7, 0_RCBTB2, 0_RNMT, 0_SAP30L, 0_SCARB1, 0_SCRN2, 0_SLBP, 0_SLC1A1, 0_SLC26A11, 0_SLC9A2, 0_SOX9, 0_SPTBN2, 0_TBC1D1, 0_TPST2, 0_UAP1L1, 0_UBE2K, 0_UGT1A6, 0_WDR59, 0_XPA, 0_ZC3H18, 0_ZMIZ2, 0_ZNF154, 0_ZNF22]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
50 features: [0_ATP6V1B1, 0_ATP6V1H, 0_BAALC, 0_C9orf116, 0_CA9, 0_CLDN8, 0_CLRN3, 0_DAAM2, 0_DACT2, 0_DDB2, 0_DOK4, 0_EMCN, 0_ENPP3, 0_EPHA7, 0_EXOC7, 0_FAM13C, 0_FBXO33, 0_GGTLC1, 0_GGTLC2, 0_GLRX5, 0_HPCA, 0_HSPB7, 0_KCNJ1, 0_MYO3A, 0_MYO3B, 0_NAPSA, 0_NDUFA4L2, 0_NELL1, 0_NLGN1, 0_NOL3, 0_NTN1, 0_PREX2, 0_RANBP3L, 0_RAPGEF4, 0_RIT1, 0_S1PR1, 0_SCARB1, 0_SIRPA, 0_SLBP, 0_SLC15A4, 0_SLC9A2, 0_SPTBN2, 0_STC1, 0_TBC1D1, 0_TCF4, 0_TEK, 0_TPST2, 0_UNC5CL, 0_UPK1B, 0_VEGFA]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
100 features: [0_ADCY4, 0_ADRB1, 0_AKR1C3, 0_AMACR, 0_AMFR, 0_ASRGL1, 0_ATP1A1, 0_ATP6V0A1, 0_ATP6V1A, 0_ATP6V1B1, 0_ATP6V1C2, 0_ATP6V1H, 0_B4GALNT3, 0_BAALC, 0_BIN1, 0_C17orf97, 0_C1orf226, 0_C9orf116, 0_CA9, 0_CCDC102A, 0_CDK19, 0_CFL2, 0_CLDN2, 0_CLDN8, 0_CLRN3, 0_CP, 0_CTSC, 0_DAAM2, 0_DACT2, 0_DALRD3, 0_DDB2, 0_DOK4, 0_EMCN, 0_ENPP3, 0_EPHA7, 0_EXOC7, 0_EYA4, 0_FAM13C, 0_FBXO33, 0_GABARAPL1, 0_GGTLC1, 0_GGTLC2, 0_GLRX5, 0_GPRIN2, 0_HPCA, 0_HPRT1, 0_HSPB7, 0_HUNK, 0_KCNJ1, 0_KIF9, 0_LGI4, 0_LNX1, 0_MYO3A, 0_MYO3B, 0_NAPSA, 0_NDUFA4L2, 0_NELL1, 0_NLGN1, 0_NOL3, 0_NOTCH3, 0_NTN1, 0_PDZK1IP1, 0_PLCD3, 0_PLXNB1, 0_PREX2, 0_RANBP3L, 0_RAPGEF4, 0_RIT1, 0_S1PR1, 0_SCARB1, 0_SIRPA, 0_SLBP, 0_SLC15A4, 0_SLC17A4, 0_SLC22A23, 0_SLC25A5, 0_SLC43A1, 0_SLC9A2, 0_SPOCK2, 0_SPRY1, 0_SPTBN2, 0_STC1, 0_STRBP, 0_SYNGR3, 0_SYNJ2BP, 0_TBC1D1, 0_TBC1D14, 0_TCF4, 0_TEK, 0_TMEM116, 0_TMEM176A, 0_TMEM72, 0_TPST2, 0_TRIB2, 0_TRIM38, 0_UNC5CL, 0_UPK1B, 0_UQCRFS1, 0_VEGFA, 0_ZNF521]
