
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5908
Features active in total: 5908
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 81
PRCC T1: 160
PRCC T2: 69
ccRCC: 485
normal: 129

RUNNING GENETIC ALGORITHM
Generations completed = 57
Generations completed = 112
Generations completed = 157
Generations completed = 199
Generations completed = 239
Generations completed = 272
Generations completed = 311
Generations completed = 349
Generations completed = 387
Generations completed = 424
Generations completed = 460
Generations completed = 497
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.8921021524088377, 0.4472135954999579) 4 features: [0_EFNB2, 0_STC2, 0_TBC1D1, 0_ZFR]
(0.879834848890809, 0.5) [0_EMCN, 0_STC2, 0_UNC5CL]
(0.8497395145441654, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.6746938795568872, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
30 features: [0_EMCN, 0_GRPEL2, 0_EFNB2, 0_STC2, 0_CDK18, 0_G6PD, 0_PDZK1IP1, 0_HSPBAP1, 0_NDUFA4L2, 0_TOLLIP, 0_HUNK, 0_WLS, 0_POLD1, 0_SQSTM1, 0_TBC1D1, 0_ACVR2B, 0_AP2B1, 0_ATP6V1B2, 0_CDIPT, 0_E4F1, 0_GLIS3, 0_LDHD, 0_LPIN1, 0_NLE1, 0_NLGN1, 0_PCDHB4, 0_PCMTD2, 0_PLCG2, 0_UNC5CL, 0_ZFR]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
323 features: [0_GRPEL2, 0_EMCN, 0_NDUFA4L2, 0_EFNB2, 0_CDK18, 0_HUNK, 0_G6PD, 0_STC2, 0_PDZK1IP1, 0_TOLLIP, 0_WLS, 0_SQSTM1, 0_HSPBAP1, 0_TBC1D1, 0_POLD1, 0_NLGN1, 0_CPNE5, 0_AKR1C3, 0_ATP6V1B2, 0_ACVR2B, 0_KIAA0753, 0_PCMTD2, 0_DYNC2LI1, 0_LDB2, 0_SPOCK2, 0_NLE1, 0_PLCG2, 0_S1PR1, 0_ST8SIA5, 0_UNC5CL, 0_CDIPT, 0_HNF1B, 0_ENPP3, 0_GOT2, 0_SRCAP, 0_DGKG, 0_ACAP2, 0_CCNG1, 0_DNAJC28, 0_FGF9, 0_LDHD, 0_NEK3, 0_TOMM5, 0_HAX1, 0_LAMB1, 0_LPIN1, 0_MKS1, 0_MRRF, 0_TBC1D14, 0_ZBTB1, 0_BIN1, 0_C1GALT1, 0_C9orf116, 0_CTR9, 0_CTTNBP2NL, 0_DOK4, 0_FADS1, 0_FAIM, 0_GNB1L, 0_HNRNPA2B1, 0_LSM12, 0_LUC7L2, 0_N4BP2L2, 0_PDLIM2, 0_PFN2, 0_RAPGEF4, 0_SGK3, 0_TEK, 0_TFRC, 0_ACAT1, 0_AKAP7, 0_ALKBH3, 0_ANKRD26, 0_BRD7, 0_CDC34, 0_CDK19, 0_CFB, 0_DAGLA, 0_DCLK3, 0_DGKA, 0_FGD1, 0_HIVEP3, 0_HSPA8, 0_IKBKB, 0_ITGB3, 0_KLC4, 0_LRG1, 0_MAP2K1, 0_MAP2K7, 0_MYSM1, 0_NDRG3, 0_PFKM, 0_PLTP, 0_PPP1R16B, 0_PRDX3, 0_PRR16, 0_PZP, 0_RAB7A, 0_RCOR3, 0_SCP2, 0_SERPINA4, 0_SETD3, 0_STC1, 0_SUN1, 0_SV2C, 0_SYMPK, 0_TBX2, 0_TOPBP1, 0_TTC19, 0_UAP1, 0_WDR19, 0_WDR90, 0_ZNF131, 0_ABHD11, 0_AHNAK2, 0_AKAP13, 0_AP2B1, 0_ARHGAP33, 0_ARHGEF35, 0_ARMCX1, 0_ASAH1, 0_ATG3, 0_ATN1, 0_ATP6V1A, 0_ATPAF2, 0_ATXN7L3, 0_CA12, 0_CCDC114, 0_CCDC115, 0_CD44, 0_CDHR5, 0_CDK5RAP3, 0_CHEK2, 0_CHP2, 0_CLDN2, 0_CLTA, 0_CMPK1, 0_CNN3, 0_CPSF7, 0_CSDE1, 0_CSPG4, 0_CTCF, 0_CTDP1, 0_CTDSPL2, 0_DDX18, 0_DDX42, 0_DEPDC1B, 0_DFFA, 0_DHRS9, 0_DNAJA3, 0_E4F1, 0_EDN1, 0_EEF1B2, 0_ENPP5, 0_EPHA3, 0_ERAP2, 0_ERCC3, 0_ESD, 0_EXOSC4, 0_F8, 0_FAM174B, 0_FBXO33, 0_FER, 0_FNTA, 0_FOSB, 0_GABARAPL1, 0_GALNS, 0_GGCX, 0_GGTA1, 0_GLIS3, 0_GLRX5, 0_GNAI3, 0_GOT1, 0_GPR143, 0_GPT, 0_GRK6, 0_GSTO2, 0_GSTP1, 0_GTF2F2, 0_HAUS4, 0_HDAC6, 0_HEXIM1, 0_HPCA, 0_HPS4, 0_HSPB2, 0_IGF2BP2, 0_INTS3, 0_ITIH1, 0_KAT2B, 0_KCNA4, 0_KIAA1328, 0_KIAA1614, 0_KIF13B, 0_KLHL25, 0_LATS1, 0_LATS2, 0_LBP, 0_LHX6, 0_LMAN1, 0_LMO7, 0_LPCAT1, 0_LRRFIP1, 0_MAP2K2, 0_MATR3, 0_MBD4, 0_MCRS1, 0_MECOM, 0_MECR, 0_MFGE8, 0_MFN1, 0_MGAM, 0_MKI67, 0_MMS19, 0_MRPL16, 0_MRPL45, 0_MTMR11, 0_NAT10, 0_NDRG4, 0_NFIC, 0_NGLY1, 0_NIPSNAP3A, 0_NLRP1, 0_NNT, 0_NOMO2, 0_NOTCH3, 0_NR2C2, 0_NR2C2AP, 0_NUDT11, 0_OCIAD2, 0_OGT, 0_OMA1, 0_OXSR1, 0_P2RX6, 0_PAIP1, 0_PAK1IP1, 0_PAX5, 0_PCDHB4, 0_PELO, 0_PEPD, 0_PFDN6, 0_PGAM4, 0_PI4K2A, 0_PI4KA, 0_PIK3R1, 0_PKD1, 0_PKN1, 0_PLA2G4C, 0_PLD2, 0_PLXDC2, 0_PNKP, 0_PODXL2, 0_PPP1R7, 0_PPP2CB, 0_PRDX5, 0_PRMT1, 0_PTGER4, 0_PTPN23, 0_PTPN9, 0_PUS10, 0_RAB32, 0_RABIF, 0_RAPGEF3, 0_RBM25, 0_REXO1, 0_RFT1, 0_RFX1, 0_RFX5, 0_RGPD6, 0_RIOK1, 0_RNASE3, 0_RNF115, 0_RNF123, 0_RPL23, 0_RPSA, 0_RSC1A1, 0_RSL24D1, 0_S100A6, 0_SCARB1, 0_SEMA3A, 0_SETD2, 0_SHPRH, 0_SIRPA, 0_SLC15A4, 0_SLC25A5, 0_SLC37A4, 0_SLC39A7, 0_SLC9A2, 0_SMARCA5, 0_SMOX, 0_SNAPC2, 0_SNX21, 0_SOX4, 0_SPRED2, 0_SSR1, 0_STARD7, 0_STRBP, 0_SUCLG2, 0_SUPV3L1, 0_TESC, 0_TFB1M, 0_TIAM1, 0_TMEM116, 0_TMEM126A, 0_TMPRSS2, 0_TNFRSF6B, 0_TOE1, 0_TPST1, 0_TRIM23, 0_TTLL7, 0_TXNDC5, 0_UBA7, 0_UPK1B, 0_VIM, 0_VPS26A, 0_WDFY1, 0_XRCC1, 0_YTHDF2, 0_YWHAB, 0_ZBTB5, 0_ZFR, 0_ZKSCAN3, 0_ZNF540, 0_ZNF777]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
34 features: [0_STC2, 0_TBC1D1, 0_EMCN, 0_NDUFA4L2, 0_PLCG2, 0_SQSTM1, 0_ST8SIA5, 0_EFNB2, 0_RAPGEF4, 0_S1PR1, 0_AKR1C3, 0_C9orf116, 0_CDK18, 0_DOK4, 0_ENPP3, 0_FGF9, 0_LDB2, 0_MKS1, 0_NLGN1, 0_PDZK1IP1, 0_UAP1, 0_BIN1, 0_CCNG1, 0_CLDN2, 0_CSPG4, 0_DYNC2LI1, 0_HNF1B, 0_KAT2B, 0_PRR16, 0_PTGER4, 0_STC1, 0_TIAM1, 0_UNC5CL, 0_WLS]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
61 features: [0_STC2, 0_TBC1D1, 0_NDUFA4L2, 0_EMCN, 0_PLCG2, 0_AKR1C3, 0_SQSTM1, 0_ST8SIA5, 0_CDK18, 0_EFNB2, 0_DYNC2LI1, 0_ENPP3, 0_FGF9, 0_MKS1, 0_NLGN1, 0_RAPGEF4, 0_S1PR1, 0_STC1, 0_UAP1, 0_C9orf116, 0_CCNG1, 0_DOK4, 0_LDB2, 0_PDZK1IP1, 0_ABHD11, 0_ACSM2A, 0_ALG6, 0_ANKRD46, 0_ARMCX1, 0_BIN1, 0_C9orf40, 0_CCDC51, 0_CDK19, 0_CDK5RAP3, 0_CLDN2, 0_CSPG4, 0_FHOD1, 0_G6PD, 0_GNRH1, 0_HNF1B, 0_HUNK, 0_KAT2B, 0_KIF13B, 0_LPAR2, 0_NR3C1, 0_PFKM, 0_PRR16, 0_PTGER4, 0_RNF123, 0_SOX4, 0_TBC1D14, 0_TCEA1, 0_TEK, 0_TIAM1, 0_TIAM2, 0_TLR3, 0_UBE2H, 0_UNC5CL, 0_WLS, 0_XYLT1, 0_ZFR]

SAVING FEATURES AND FITNESSES FOR EACH SELECTED INDIVIDUAL TO FILES.
