
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5896
Features active in total: 5896
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 21
Generations completed = 44
Generations completed = 68
Generations completed = 93
Generations completed = 118
Generations completed = 142
Generations completed = 166
Generations completed = 190
Generations completed = 214
Generations completed = 235
Generations completed = 257
Generations completed = 277
Generations completed = 297
Generations completed = 318
Generations completed = 339
Generations completed = 360
Generations completed = 381
Generations completed = 402
Generations completed = 423
Generations completed = 441
Generations completed = 452
Generations completed = 461
Generations completed = 471
Generations completed = 484
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.945515387414216, 0.2581988897471611) 14 features: [0_ABHD3, 0_AIG1, 0_EFNB2, 0_EPHA3, 0_FLT4, 0_HPCAL1, 0_HSDL2, 0_MECP2, 0_PCDHGA2, 0_RBM17, 0_RPL10, 0_SQSTM1, 0_TBC1D1, 0_TBC1D9B]
(0.944905879084269, 0.2672612419124244) 13 features: [0_ABHD3, 0_ARHGAP21, 0_EFNB2, 0_EPHA3, 0_HPCAL1, 0_LGI4, 0_PCDHGA2, 0_RBM17, 0_SQSTM1, 0_TBC1D1, 0_TBC1D9B, 0_TRAM1, 0_VWF]
(0.9411656743045663, 0.28867513459481287) 11 features: [0_ABHD3, 0_ATP13A1, 0_EFNB2, 0_EPHA3, 0_FANCC, 0_FLT4, 0_GBP4, 0_POLR2B, 0_RBM17, 0_SLC15A4, 0_SYNGR3]
(0.9349718368174766, 0.30151134457776363) 10 features: [0_ABHD3, 0_CAPN1, 0_EFNB2, 0_EPHA3, 0_FLT4, 0_HPCAL1, 0_IL15, 0_RBM17, 0_SQSTM1, 0_TBC1D1]
(0.9312432057769598, 0.3333333333333333) 8 features: [0_EFNB2, 0_FLT4, 0_GBP4, 0_GRPEL2, 0_ID1, 0_RCBTB2, 0_SLC15A4, 0_SYNGR3]
(0.9237702371440759, 0.3535533905932738) 7 features: [0_EFNB2, 0_GPR143, 0_GPR63, 0_SCAMP4, 0_SFRP1, 0_STC2, 0_TBC1D1]
(0.9194127243406272, 0.3779644730092272) 6 features: [0_DCLK3, 0_EFNB2, 0_SFRP1, 0_SMPD3, 0_STC2, 0_TBC1D1]
(0.9125959177617112, 0.408248290463863) 5 features: [0_CLDN4, 0_EFNB2, 0_SFRP1, 0_STC2, 0_TBC1D1]
(0.9014119116628538, 0.4472135954999579) 4 features: [0_EFNB2, 0_LDB2, 0_STC2, 0_TBC1D1]
(0.8786190132529598, 0.5) [0_EFNB2, 0_LZTS1, 0_TBC1D1]
(0.8449082480752047, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.7025328572124233, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
50 features: [0_EFNB2, 0_TBC1D1, 0_ABHD3, 0_EPHA3, 0_FLT4, 0_RBM17, 0_HPCAL1, 0_STC2, 0_SLC15A4, 0_SQSTM1, 0_SYNGR3, 0_TBC1D9B, 0_DCLK3, 0_LGI4, 0_PCDHGA2, 0_RCBTB2, 0_SFRP1, 0_ATP13A1, 0_GBP4, 0_AIG1, 0_ARHGAP21, 0_CAPN1, 0_CLDN4, 0_COX5B, 0_CUL1, 0_ERCC5, 0_FANCC, 0_FOXJ2, 0_GPR143, 0_GPR63, 0_GRPEL2, 0_HSDL2, 0_ID1, 0_IL15, 0_LDB2, 0_LZTS1, 0_MDM4, 0_MECP2, 0_PLCG2, 0_POLR2B, 0_RPL10, 0_RPL26, 0_SAT1, 0_SCAMP4, 0_SETD5, 0_SMPD3, 0_TRAM1, 0_TRIM55, 0_VWF, 0_ZBTB49]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
360 features: [0_EFNB2, 0_TBC1D1, 0_EPHA3, 0_RBM17, 0_ABHD3, 0_FLT4, 0_STC2, 0_HPCAL1, 0_SQSTM1, 0_PCDHGA2, 0_TBC1D9B, 0_SFRP1, 0_LGI4, 0_SLC15A4, 0_ATP13A1, 0_GBP4, 0_HSDL2, 0_SYNGR3, 0_TBC1D25, 0_DCLK3, 0_THEM4, 0_RCBTB2, 0_DLST, 0_RPL10, 0_KRT19, 0_PLCG2, 0_VGLL4, 0_TEK, 0_VWF, 0_HCCS, 0_CDK18, 0_DAPK1, 0_SCAMP4, 0_ID1, 0_CUL1, 0_NDUFA4L2, 0_ZKSCAN4, 0_ACSM2A, 0_CAPN1, 0_GPR143, 0_LRIT3, 0_PLD2, 0_TRAM1, 0_TUBG2, 0_FANCC, 0_SLC35B3, 0_SSC5D, 0_CLDN4, 0_SAT1, 0_SBDS, 0_TOR1B, 0_ZNF521, 0_BCAP29, 0_CTSZ, 0_HNRNPH1, 0_LDB2, 0_MDM4, 0_PIN1, 0_S1PR1, 0_SPRY2, 0_TAOK1, 0_TBC1D10A, 0_UBAC1, 0_ATXN10, 0_CDKN1C, 0_ERCC5, 0_FOXJ2, 0_G3BP2, 0_HINT3, 0_MECP2, 0_SHPK, 0_ST8SIA5, 0_UCK1, 0_ZBTB34, 0_ZSCAN12, 0_ABHD14B, 0_ABL1, 0_ARHGEF2, 0_ASPSCR1, 0_C16orf70, 0_C9orf116, 0_CADM4, 0_CD276, 0_COX5B, 0_CRYL1, 0_DLAT, 0_FGD1, 0_FGF9, 0_GGT1, 0_GJA4, 0_GTPBP2, 0_LZTS1, 0_MRPS7, 0_MYO3A, 0_PDGFA, 0_RUFY1, 0_SFXN5, 0_SIRT5, 0_SMARCB1, 0_SMPD3, 0_TBCD, 0_TPBG, 0_TRIM55, 0_TWF1, 0_UAP1, 0_USP30, 0_ZBTB49, 0_ZMYM3, 0_ZNF282, 0_ZXDB, 0_ABCD3, 0_ADI1, 0_BDKRB1, 0_C5orf24, 0_CAV1, 0_CD63, 0_CDHR2, 0_CLEC11A, 0_CPNE5, 0_DAAM2, 0_DNAJB12, 0_EPB41L2, 0_EXOC7, 0_EZH2, 0_GIMAP8, 0_GLB1, 0_GRPEL2, 0_HSP90B1, 0_ID3, 0_INTU, 0_KIF11, 0_LMO7, 0_MERTK, 0_MLST8, 0_MTHFD1L, 0_MYD88, 0_NEDD4L, 0_NOTCH3, 0_OXER1, 0_PAM, 0_PBLD, 0_PCDHGA12, 0_PDE8A, 0_PER3, 0_PGAP2, 0_RAB6A, 0_RREB1, 0_S100PBP, 0_SBK2, 0_SDSL, 0_SIM2, 0_SLC26A11, 0_SURF2, 0_SYNJ2BP, 0_TADA3, 0_TBCC, 0_TBL3, 0_TMCC3, 0_TNFAIP8L3, 0_TSHZ3, 0_TUBA1A, 0_UQCRC1, 0_WDR18, 0_ZNF146, 0_ABCB8, 0_ADCY2, 0_ADSL, 0_AIG1, 0_ALAD, 0_APBB1IP, 0_APOO, 0_ARMC5, 0_ATF7IP2, 0_ATG16L1, 0_ATP11A, 0_ATP6V1C2, 0_ATP6V1G1, 0_ATP6V1H, 0_BLK, 0_C17orf75, 0_C4orf3, 0_C8G, 0_CA9, 0_CAB39L, 0_CAP1, 0_CBWD6, 0_CBX1, 0_CCDC43, 0_CCDC57, 0_CCDC86, 0_CDAN1, 0_CDH16, 0_CHMP4A, 0_CHST12, 0_COPB1, 0_COQ9, 0_CRTC1, 0_CSNK1D, 0_CUL7, 0_CXCR5, 0_DCTN1, 0_DDA1, 0_DDX43, 0_DEAF1, 0_DHRS3, 0_DIAPH1, 0_DNAJC9, 0_DNMT3B, 0_DPYSL2, 0_DPYSL4, 0_ECHDC2, 0_EEF1E1, 0_ELAC2, 0_ENPP2, 0_FAM13C, 0_FGFR4, 0_FLOT1, 0_FRAT1, 0_FRMD8, 0_GABARAPL1, 0_GEN1, 0_GFRA3, 0_GLT8D1, 0_GMCL1, 0_GPR63, 0_GRHL1, 0_GRK5, 0_GSTP1, 0_HCFC2, 0_HLA-DPB1, 0_HP, 0_HPN, 0_HPS1, 0_IGBP1, 0_IL10, 0_IL18, 0_INF2, 0_INO80C, 0_ISY1, 0_ITSN2, 0_JAG1, 0_KIAA0319L, 0_KIF13B, 0_KLK5, 0_KTI12, 0_LHX6, 0_LIMK1, 0_LPCAT1, 0_MANSC1, 0_METTL4, 0_METTL7B, 0_MGST2, 0_MICAL2, 0_MICALL2, 0_MKKS, 0_MKS1, 0_MPI, 0_MRPL21, 0_MRPL38, 0_MRPS24, 0_MSTO1, 0_MTOR, 0_MXD1, 0_MYOM2, 0_NCOR2, 0_NDST2, 0_NDUFA1, 0_NOL3, 0_NR5A2, 0_NTN1, 0_NUB1, 0_NUP210, 0_OTUD1, 0_PARD6A, 0_PCDH18, 0_PCDHB5, 0_PCDHGA6, 0_PCDHGC3, 0_PCGF3, 0_PDCD11, 0_PDZRN3, 0_PGRMC2, 0_PHACTR4, 0_PLD6, 0_PML, 0_POLR2B, 0_POU5F1, 0_PPP1R11, 0_PPP1R9B, 0_PPP2R5A, 0_PRDM5, 0_PRKAB1, 0_PRPF19, 0_PRPF4, 0_PSMC6, 0_PSMD9, 0_PTAFR, 0_PXN, 0_PYGL, 0_RALY, 0_RANBP3, 0_RASSF3, 0_RBBP9, 0_RENBP, 0_RFK, 0_RFX7, 0_RHOT1, 0_RNF20, 0_RPL26, 0_RPRD1A, 0_RPRD1B, 0_SACM1L, 0_SAMD4B, 0_SAMD9L, 0_SAP30, 0_SBNO2, 0_SETD2, 0_SGPL1, 0_SH3PXD2B, 0_SHMT2, 0_SHROOM2, 0_SIL1, 0_SLC22A3, 0_SLC25A5, 0_SLC43A1, 0_SLC9A2, 0_SLTM, 0_SMS, 0_SMTN, 0_SOCS6, 0_SP100, 0_SPAG16, 0_SRCAP, 0_TAF12, 0_TBC1D14, 0_TERF2, 0_TEX2, 0_TLCD1, 0_TNS1, 0_TRIM21, 0_TTC32, 0_TUBB8, 0_TUFM, 0_UBA3, 0_UBE2F, 0_UBE2I, 0_UBQLN2, 0_UGT2B4, 0_USO1, 0_USP25, 0_USP32, 0_VPS16, 0_VPS35, 0_WDR31, 0_XK, 0_ZBTB3, 0_ZDHHC14, 0_ZFAND2A, 0_ZNF853, 0_ZRANB2]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
42 features: [0_TBC1D1, 0_EFNB2, 0_PLCG2, 0_STC2, 0_GBP4, 0_CDK18, 0_TEK, 0_FLT4, 0_LGI4, 0_LZTS1, 0_SQSTM1, 0_ABHD14B, 0_ABHD3, 0_CAPN1, 0_CAV1, 0_CPNE5, 0_EPHA3, 0_GGT1, 0_GIMAP8, 0_GRPEL2, 0_HCCS, 0_HPCAL1, 0_ID1, 0_KRT19, 0_LDB2, 0_LHX6, 0_MYO3A, 0_NDUFA4L2, 0_NEDD4L, 0_NOTCH3, 0_NR5A2, 0_NUP210, 0_PGRMC2, 0_S1PR1, 0_SFRP1, 0_SHMT2, 0_SLC25A5, 0_SP100, 0_ST8SIA5, 0_SYNGR3, 0_VWF, 0_ZNF521]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
68 features: [0_TBC1D1, 0_STC2, 0_EFNB2, 0_PLCG2, 0_TEK, 0_GBP4, 0_HPCAL1, 0_CDK18, 0_FGF9, 0_LDB2, 0_LGI4, 0_NDUFA4L2, 0_S1PR1, 0_SQSTM1, 0_ST8SIA5, 0_C9orf116, 0_CADM4, 0_CAPN1, 0_CAV1, 0_DAAM2, 0_EPHA3, 0_FLT4, 0_GGT1, 0_KRT19, 0_LZTS1, 0_NEDD4L, 0_SFRP1, 0_SHMT2, 0_ABHD14B, 0_ABHD3, 0_ACAD9, 0_AGPAT4, 0_BDKRB1, 0_CA9, 0_CALM2, 0_CLDN4, 0_CPNE5, 0_CSPG4, 0_CYP4X1, 0_FGD1, 0_GIMAP8, 0_GRPEL2, 0_HCCS, 0_ID1, 0_KIF13B, 0_LHX6, 0_MLST8, 0_MYD88, 0_MYO3A, 0_NOTCH3, 0_NR5A2, 0_NUP210, 0_PDZRN3, 0_PGRMC2, 0_PLD2, 0_PRDM5, 0_QPRT, 0_SLC25A5, 0_SNPH, 0_SP100, 0_SYNGR3, 0_SYNJ2BP, 0_TBC1D9B, 0_TLCD1, 0_UBE2I, 0_VGLL4, 0_VWF, 0_ZNF521]
