
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5891
Features active in total: 5891
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 20
Generations completed = 42
Generations completed = 66
Generations completed = 91
Generations completed = 116
Generations completed = 142
Generations completed = 167
Generations completed = 192
Generations completed = 216
Generations completed = 238
Generations completed = 259
Generations completed = 279
Generations completed = 299
Generations completed = 319
Generations completed = 340
Generations completed = 362
Generations completed = 385
Generations completed = 406
Generations completed = 428
Generations completed = 448
Generations completed = 463
Generations completed = 476
Generations completed = 489
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.9436081428676071, 0.28867513459481287) 11 features: [0_CHP2, 0_GRPEL2, 0_HMBS, 0_HPCAL1, 0_NECAB3, 0_NEURL1B, 0_SCAMP2, 0_SEC31A, 0_SQSTM1, 0_TCTN1, 0_UPK1B]
(0.9435732022666287, 0.30151134457776363) 10 features: [0_HPCAL1, 0_NECAB3, 0_NEURL1B, 0_RAP1GAP, 0_SH3BP2, 0_SQSTM1, 0_TBC1D9B, 0_TCTN1, 0_UAP1, 0_UPK1B]
(0.941821862052576, 0.3333333333333333) 8 features: [0_ATE1, 0_HPCAL1, 0_NECAB3, 0_NEURL1B, 0_RAP1GAP, 0_SQSTM1, 0_TCTN1, 0_UAP1]
(0.9313174007961322, 0.3535533905932738) 7 features: [0_CNTN2, 0_EMCN, 0_GRPEL2, 0_HPCAL1, 0_SQSTM1, 0_STC2, 0_TCTN1]
(0.9236965577796479, 0.3779644730092272) 6 features: [0_EMCN, 0_SQSTM1, 0_STC2, 0_TCTN1, 0_UPK1B, 0_USP13]
(0.9093405282472442, 0.408248290463863) 5 features: [0_DPEP2, 0_FAM13C, 0_SQSTM1, 0_STC2, 0_TCTN1]
(0.892806781891748, 0.4472135954999579) 4 features: [0_SQSTM1, 0_STC2, 0_TCTN1, 0_TEK]
(0.8752501250065654, 0.5) [0_ATP6V1B1, 0_CSPG4, 0_SQSTM1]
(0.803542885083225, 0.5773502691896257) [0_ATP6V1B1, 0_STC2]
(0.6436260194541541, 0.7071067811865476) [0_VIM]
(0.2, 1.0) []
Features in hall of fame by prevalence:
40 features: [0_SQSTM1, 0_TCTN1, 0_HPCAL1, 0_NECAB3, 0_UPK1B, 0_NEURL1B, 0_STC2, 0_GRPEL2, 0_SEC31A, 0_CHP2, 0_UAP1, 0_RAP1GAP, 0_ATP6V1B1, 0_DCLK3, 0_EMCN, 0_SH3BP2, 0_TBC1D9B, 0_ANKS6, 0_ATE1, 0_ATP8A1, 0_CCL4, 0_CISD3, 0_CNTN2, 0_CSPG4, 0_DPEP2, 0_FAM13C, 0_HMBS, 0_LEO1, 0_LGI4, 0_MRPL33, 0_PALMD, 0_PDLIM2, 0_PRKCD, 0_RC3H1, 0_SCAMP2, 0_TEK, 0_TIMP2, 0_TMPO, 0_USP13, 0_VIM]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
332 features: [0_SQSTM1, 0_TCTN1, 0_HPCAL1, 0_UPK1B, 0_NECAB3, 0_NEURL1B, 0_STC2, 0_RAP1GAP, 0_UAP1, 0_GRPEL2, 0_SEC31A, 0_CHP2, 0_DCLK3, 0_PALMD, 0_LGI4, 0_EMCN, 0_PDLIM2, 0_RC3H1, 0_GLRX5, 0_SLC35B3, 0_TBC1D9B, 0_CNTN2, 0_TEK, 0_PRODH2, 0_FAM13C, 0_NCBP1, 0_EFNB2, 0_ATP6V1B1, 0_ANKS6, 0_ATPAF1, 0_SAP30, 0_MAPT, 0_NLGN1, 0_THRSP, 0_CSPG4, 0_DYNC2LI1, 0_PXMP4, 0_TMPO, 0_C6orf132, 0_CSNK1D, 0_ERI3, 0_GPR183, 0_LYPD5, 0_MRPL33, 0_PTDSS2, 0_RPTOR, 0_SPG11, 0_USP13, 0_COX19, 0_GJA4, 0_PIK3CA, 0_TM9SF2, 0_TOPBP1, 0_APBB3, 0_ATP8A1, 0_NDUFA4L2, 0_RRBP1, 0_SH3BP2, 0_SLC9A2, 0_ZCCHC8, 0_ATIC, 0_CELSR3, 0_CHST12, 0_CRYZ, 0_DHODH, 0_DLST, 0_DMP1, 0_ICA1, 0_PRKCD, 0_PUM1, 0_RPA2, 0_SLC22A11, 0_TRAPPC2, 0_VIM, 0_ABHD10, 0_CCL4, 0_CUL5, 0_FBXO16, 0_FSTL3, 0_GIMAP8, 0_HLA-DRB1, 0_ID1, 0_LPCAT1, 0_MAP3K1, 0_MRPS25, 0_POU2F1, 0_PTGFRN, 0_PYGL, 0_SENP7, 0_SF3B1, 0_SLC15A4, 0_SLC48A1, 0_SRP72, 0_TMEM43, 0_TTC30A, 0_UBA2, 0_ABCC3, 0_ABCE1, 0_ACE2, 0_ACSM2B, 0_ADAMTS9, 0_ADCY4, 0_AGPAT4, 0_AHNAK2, 0_ALG10, 0_ALKBH3, 0_B2M, 0_BAALC, 0_C1orf198, 0_CA9, 0_CACNA1H, 0_CARM1, 0_CBX4, 0_CCNK, 0_CDH23, 0_CDKN1C, 0_CMPK2, 0_CTDSPL2, 0_DDX42, 0_DPP8, 0_DYNLT3, 0_EHHADH, 0_EYA4, 0_FAM117A, 0_FAM171B, 0_GCC1, 0_GCNT3, 0_IER3IP1, 0_ITIH5, 0_KTI12, 0_KYNU, 0_LEO1, 0_M6PR, 0_MYO3A, 0_NUDT17, 0_PCGF1, 0_PKN1, 0_PRKCH, 0_PRTFDC1, 0_PTGR1, 0_PTPRU, 0_STX12, 0_THEM4, 0_TMEM107, 0_TMEM176A, 0_TPK1, 0_TPST2, 0_USO1, 0_ZNF689, 0_ABCA5, 0_ABHD3, 0_ACLY, 0_ACOT8, 0_AKR1C3, 0_APEH, 0_ARHGEF35, 0_ARL10, 0_ARMCX2, 0_ASCC1, 0_ATG7, 0_ATP1B1, 0_ATP7B, 0_B4GALNT1, 0_B4GALT2, 0_B4GALT7, 0_BLOC1S3, 0_BRI3BP, 0_C2orf69, 0_C5orf34, 0_CADM4, 0_CASP4, 0_CCDC51, 0_CCDC89, 0_CD86, 0_CDC42BPB, 0_CFB, 0_CHMP6, 0_CHRDL1, 0_CISD3, 0_CLCN6, 0_CNTROB, 0_COPB2, 0_COX6B1, 0_CPM, 0_CTNNA2, 0_CYP2S1, 0_DAB2, 0_DDX27, 0_DGKG, 0_DPEP2, 0_DPYSL3, 0_DPYSL4, 0_DSTN, 0_EEF1D, 0_EGFL7, 0_EI24, 0_EIF3E, 0_ELMO3, 0_ERAP2, 0_EXOC7, 0_FAM104A, 0_FBXL14, 0_FEM1B, 0_FEN1, 0_FKBP9, 0_FOXJ2, 0_FRAS1, 0_FZD1, 0_GGCX, 0_GIMAP2, 0_GLS, 0_GMPR, 0_GNB4, 0_GOLGA5, 0_GPR132, 0_GPSM1, 0_GRAMD1C, 0_HAUS1, 0_HBS1L, 0_HEYL, 0_HMGB2, 0_HNRNPF, 0_HP, 0_HPCA, 0_IDH2, 0_IFNAR1, 0_ILF2, 0_ITGAV, 0_KIF13B, 0_LARP7, 0_LASP1, 0_LUC7L2, 0_MAGEE1, 0_MAPK1, 0_MIER1, 0_MRPL23, 0_MRPS17, 0_MS4A7, 0_MYB, 0_NANOS2, 0_NCAPG2, 0_NDUFA4, 0_NDUFB3, 0_NEDD4L, 0_NHLRC2, 0_NIPAL3, 0_NPM1, 0_NUBP1, 0_NUP50, 0_NXF3, 0_OMA1, 0_ONECUT2, 0_PACS1, 0_PAFAH2, 0_PAQR7, 0_PDAP1, 0_PDCD1LG2, 0_PDE1A, 0_PEG3, 0_PEPD, 0_PGS1, 0_PHF8, 0_PKD2L2, 0_PLD2, 0_PODNL1, 0_PPP3CA, 0_PRKG2, 0_PRPF4, 0_PSIP1, 0_PTGES2, 0_PTPRA, 0_PUS7, 0_QRICH1, 0_RAPGEF3, 0_RBM10, 0_RFFL, 0_RFK, 0_RGS1, 0_RIOK1, 0_RNF123, 0_RPL10L, 0_RPL29, 0_RPS7, 0_S1PR1, 0_SARS2, 0_SERTAD2, 0_SF3A1, 0_SH3GL1, 0_SLC17A4, 0_SLC22A23, 0_SLC25A11, 0_SLC25A38, 0_SLC3A1, 0_SLC43A1, 0_SLC47A1, 0_SNRPA1, 0_SNUPN, 0_SOX4, 0_SSC5D, 0_STAP2, 0_STON2, 0_STX11, 0_SURF6, 0_SYNGR3, 0_TADA3, 0_TAF4, 0_TBC1D1, 0_TBC1D14, 0_TBC1D16, 0_TGFA, 0_THOC7, 0_TMED7-TICAM2, 0_TPD52, 0_TRIM33, 0_TRMT1, 0_TST, 0_TTF2, 0_UBA7, 0_UBE3C, 0_UBQLN2, 0_UQCRH, 0_USF1, 0_VPS35, 0_WNK4, 0_YIPF1, 0_YIPF2, 0_ZC3H18, 0_ZC3HC1, 0_ZNF224, 0_ZNF511, 0_ZNF787, 0_ZRANB1]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
36 features: [0_SQSTM1, 0_GLRX5, 0_STC2, 0_TCTN1, 0_ATP6V1B1, 0_LGI4, 0_TEK, 0_CSNK1D, 0_CSPG4, 0_DYNC2LI1, 0_EMCN, 0_FAM13C, 0_SLC9A2, 0_CFB, 0_EFNB2, 0_GIMAP8, 0_HPCAL1, 0_LPCAT1, 0_NDUFA4L2, 0_UPK1B, 0_VIM, 0_ABCC3, 0_ADCY4, 0_AKR1C3, 0_BAALC, 0_GJA4, 0_GMPR, 0_ICA1, 0_NEURL1B, 0_PRKCH, 0_PYGL, 0_RAP1GAP, 0_SLC22A11, 0_SLC22A23, 0_TBC1D1, 0_TPST2]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
55 features: [0_SQSTM1, 0_TCTN1, 0_STC2, 0_GLRX5, 0_ATP6V1B1, 0_LGI4, 0_TEK, 0_DYNC2LI1, 0_CSNK1D, 0_HPCAL1, 0_EFNB2, 0_CSPG4, 0_EMCN, 0_FAM13C, 0_UAP1, 0_NDUFA4L2, 0_UPK1B, 0_ADCY4, 0_GIMAP8, 0_GJA4, 0_NEURL1B, 0_RAP1GAP, 0_SAP30, 0_SLC9A2, 0_CFB, 0_CHP2, 0_ICA1, 0_LPCAT1, 0_PYGL, 0_SLC22A23, 0_VIM, 0_ABCC3, 0_ACLY, 0_AGPAT4, 0_AKR1C3, 0_APEH, 0_BAALC, 0_CCDC51, 0_DYNLT3, 0_FAM171B, 0_GMPR, 0_ITIH5, 0_NECAB3, 0_NLGN1, 0_PEG3, 0_PON1, 0_PRKCH, 0_S1PR1, 0_SLC22A11, 0_TBC1D1, 0_TMEM176A, 0_TPST2, 0_ZC3HC1, 0_ZDHHC3, 0_ZNF521]
